,index,Unnamed: 0,Date,Title,Introduction,prediction
18,30,30,2023-06-01,TFBOYS十周年演唱会灯牌设计,导语：王俊凯、王源、易烊千玺 TFBOYS十周年演唱会灯牌，最后一次的灯海，你会为谁举？,Positive
19,32,32,2023-06-01,安徽发现两块散落人体组织,导语：发现两块散落人体组织，死者为女性，安徽阜南悬赏3到5万征线索,Positive
20,33,33,2023-06-01,宋祖儿显眼肚,导语：宋祖儿携快乐“显眼肚”祝大家六一儿童节快乐，节日快乐啊！,Positive
21,35,35,2023-06-01,赵丽颖儿童节看小时候的画册,导语：赵丽颖说小时候的画册真好看 ​​​,Positive
22,36,36,2023-06-01,男生接女友下班遭车祸致1死1病危,导语：男生小张（化名）骑车去接在糕点店上班的女友小黄（化名）下班，两人返回住处时遭遇事故，21岁的小张重度颅脑损伤，躺在医院多日，仍没有知觉，医生已下了病危通知书。,Positive
23,38,38,2023-06-01,曝本泽马确定离开皇马,导语：记者Sergio Valentín透露，本泽马100%离开皇马，他将在今天宣布这一决定。,Positive
24,39,39,2023-06-01,女生穿婚纱看王源演唱会系盗图造谣,导语：5月31日，江苏连云港的网友称自己去年拍摄的婚纱写真照被盗图，并被演绎成女朋友要穿婚纱去看王源演唱会，自己因此遭到网络攻击。,Positive
25,40,40,2023-06-01,迪丽热巴回应脸不像检察官,导语：《公诉》迪丽热巴回应脸不像检察官,Negative
26,41,41,2023-06-01,周也露背裙,导语：周也身着吊带露背裙，气质满满~,Positive
27,48,48,2023-06-01,巴黎主帅确认梅西即将离队,导语：我有幸执教过足球史上最好的球员。这将是他在王子公园的最后一场比赛，我希望他能以最好的方式受到欢迎。,Negative
28,50,50,2023-06-01,总书记给少年儿童的二十四字箴言,导语：在谈到新时代中国好儿童时，总书记给出这些关键词：有志向、有梦想，爱学习、爱劳动，懂感恩、懂友善，敢创新、敢奋斗，这二十四字箴言涵盖了理想、学习、做人、做事四个方面，是期许也是努力的方向。,Negative
29,51,51,2023-06-01,弟弟故意输掉比赛守护坐轮椅姐姐,导语：近日，安徽宿州泗县。弟弟和姐姐一起比赛速度，由于姐姐双腿截肢，弟弟全程悄悄跟在坐着轮椅的姐姐身后，默默守护着姐姐。,Positive
30,52,52,2023-06-01,拼多多补贴力度不像是演的,导语：618大促已经拉开序幕，各类优惠活动点燃了网友们的购物热情。网友：拼多多补贴力度不像是演的……,Negative
31,54,54,2023-06-01,新能源大五座SUV有多卷,导语：如今，新能源汽车的品类已经足够丰富，各级别轿车、SUV、旅行车、MPV，甚至是越野车型，用户可选的种类很多。为了满足用户不断变化的购车需求，车企们也不断地思考全新的，更加细分的品类，例如为了满足年轻家庭和奶爸的大六座、大五座SUV，且市场竞争非常激烈。,Positive
32,58,58,2023-06-01,玫瑰故事,导语：由企鹅影视、新丽电视出品的《玫瑰故事》发布概念海报，原著亦舒、李潇编剧、汪俊执导，等待开场。,Negative
33,59,59,2023-06-01,尤靖茹回应艳压,导语：尤靖茹回应《公诉》艳压评论：大家的角色有差异，妆容自然不一样。其次拜托别给我招黑了！,Negative
34,65,65,2023-06-01,肖战王一博同款衬衣,导语：肖战王一博同款衬衣,Positive
35,66,66,2023-06-01,鹿晗演唱会北京站可部分退票,导语：鹿晗演唱会北京站可部分退票,Positive
36,67,67,2023-06-01,幼儿园摆20桌请200孩子吃席庆六一,导语：据李园长表示，一共摆了近20桌。每桌有龙虾、牛肉、烧鸡、水果等等。,Positive
37,68,68,2023-06-01,少爷和我再合体,导语：少爷和我再合体录制新节目！！,Positive
38,69,69,2023-06-01,TVB直播带货成交额破亿,导语：TVB邀请四位港姐空降淘宝直播间，开启了长达9小时的直播，当晚TVB识货直播间观看人次达到900多万，累计成交额破亿。,Positive
39,70,70,2023-06-01,朱珠到底有多飒,导语：朱珠最新大片释出，姐姐好美，被飒到了！,Positive
40,72,72,2023-06-01,吴磊女施主请自重,导语：吴磊在新疆之旅搭帐篷时 ，有个小姐姐问能不能进他帐篷睡觉，吴磊：女施主请自重,Positive
41,76,76,2023-06-01,二三十了还觉得自己是个小孩正常吗,导语：网友戏称00后在装成熟，90后在装嫩，而93年出生的人实际都已经30周岁了。都长大了还觉得自己是个小孩正常吗？,Positive
42,77,77,2023-06-01,护心,导语：由侯明昊、周也主演的青春仙侠剧《护心》正在热播！,Negative
43,79,79,2023-06-01,肖战迪丽热巴童话里走出来的王子公主,导语：《阿乐星愿企划》六一特别策划童话里走出来的王子公主，恭喜肖战、迪丽热巴当选！,Negative
44,80,80,2023-06-01,赵雅芝70岁状态有多绝,导语：如今70岁的赵雅芝重演白娘子依然知性和优雅，不减当年的风采！果然保持年轻的心态才是最好的状态！,Positive
45,81,81,2023-06-01,肖战新剧不断更,导语：喜欢肖战的有福啦，《梦中的那片海》日更连播不断更！太好啦,Positive
46,82,82,2023-06-01,舞台2023歌手名单,导语：舞台2023歌手名单,Positive
47,84,84,2023-06-01,EXO新歌MV拍摄取消,导语：EXO新歌MV拍摄取消。,Negative
48,86,86,2023-06-01,迪丽热巴童趣钻石妆,导语：迪丽热巴童趣钻石妆,Negative
49,87,87,2023-06-01,白敬亭给自己P了个眼镜,导语：白敬亭给自己p了个眼镜,Negative
50,88,88,2023-06-01,万茜女儿海边侧颜照,导语：速速来看@万茜 发博分享女儿的海边侧脸照，肉嘟嘟的侧脸简直就是现实版蜡笔小新，头上戴的小猪发卡显得更可爱了[打call],Positive
51,90,90,2023-06-01,孙策剧情,导语：说说你最喜欢孙策哪地方剧情设定！！！让你心动的地方是什么！！！ ​​​,Positive
52,92,92,2023-06-01,女子为帮装空调丈夫拉安全绳拒绝减肥,导语：近日，吉林长春 。男子常年高空装空调有七八年了，他的妻子为了给他拉安全绳，坚持不减肥。妻子：减了肥我就拉不住他了！,Negative
53,93,93,2023-06-01,重庆一小学全校师生穿汉服过六一,导语：今天是六一儿童节，在重庆市梁平区泰和小学，全校师生身着汉服，体验了一场特别的汉服游园活动。除了精彩的文艺汇演，还有布置成具有唐代、宋代特点的古风街市。街市上，各种小吃、竹编、团扇等美食和手工制品琳琅满目，让师生们感受到了传统文化的魅力。,Positive
54,94,94,2023-06-01,刘昊然手机很烂应该是他,导语：路人分享在香港与刘昊然拼桌吃早茶的经历，粉丝靠手机认出来的，手机很烂应该是他,Positive
55,95,95,2023-06-01,BLG零封OMG,导语：BLG一波0换5，有惊无险拿下比赛胜利,Positive
56,96,96,2023-06-01,真实影像揭露境外高薪务工骗局,导语：被毒打至后背一片血红，被抽血，被录下惨状发给家属要赎金，甚至可能命丧他乡……这些令人不寒而栗的画面，是境外电诈回流人员的亲身经历↓,Negative
57,99,99,2023-06-01,爱马仕不合格针织衫进价5千售1万6,导语：天眼查App显示，近日，爱马仕（上海）贸易有限公司北京第一分公司因产品质量不合格，被北京市朝阳区市场监督管理局罚款30.51万元、没收违法所得约5.73万元及非法财物。,Positive
58,101,101,2023-06-01,8岁摄影师拍李现是被人抱起来的,导语：8岁摄影师@小小J神 为@李现ing 拍照的花絮来了！,Negative
59,103,103,2023-06-01,小学生自愿报名给高三考生表演才艺,导语：聂老师称，每到高考前七八天的时候，这些孩子们就会自愿报名给高三的哥哥姐姐们表演才艺缓解压力。小朋友们都不用排练，都是即兴表演。,Positive
60,104,104,2023-06-01,面试千万不要太老实,导语：面试千万不要太老实！,Negative
61,109,109,2023-06-01,周迅骑自行车去livehouse,导语：儿童节周迅晒出骑自行车去livehouse演出的照片，姐姐在演我上班吧！,Negative
62,110,110,2023-06-01,重返未来1999,导语：2023箱中巡游庆典，登录领取20抽&自选五星角色！1.4版本新主线「洞穴的囚徒」上映，新角色「37」「6」登场。一座与世隔绝的小岛，哲人们在此领悟真知。徜徉于数与线之间，共睹不可言喻的规则。去伸出手，揭开这座岛屿最深处的奥秘。,Positive
63,111,111,2023-06-01,贵州一地拟禁办再婚等酒席,导语：《晴隆县移风易俗倡导性标准(征求意见稿)》提出，婚事新办、丧事简办、余事不办。乔迁、订婚、再婚、满月、生日、入伍、升学、谢师、祝寿、立碑、店铺开业等酒席一律禁办。,Positive
64,113,113,2023-06-01,辽宁阜新疑似出现龙卷风,导语：今天午后，辽宁西部强对流天气来袭，阜新疑似出现龙卷风。,Negative
65,114,114,2023-06-01,8090童年游戏怎么做到全国统一的,导语：80后90后的童年虽然没有电脑也没有平板，但是跳山羊、丢手绢、跳房子、摔方宝、翻花、摔泥巴、架大炮......全国各地的我们都在同一个快乐频道~,Positive
66,116,116,2023-06-01,林志颖即将复出,导语：林志颖珠海赛车场饭拍路透来喽，看样子即将复出，你们觉得状态如何？,Negative
67,117,117,2023-06-01,OMG对战BLG,导语：2023LPL夏季赛，OMG对战BLG,Positive
68,118,118,2023-06-01,云南彝良突发洪灾致3人遇难,导语：6月1日凌晨，彝良县两河镇出现降雨天气，4时20分左右，集镇瘟招河、龙洞河水位猛涨，导致低洼处多处房屋被淹。,Positive
69,119,119,2023-06-01,Angelababy是靠什么长红多年的,导语：Angelababy是靠什么长红多年的,Positive
70,120,120,2023-06-01,为什么我们不聊杰克辣条,导语：一个专业救援被困猫咪的大v，为什么没有在杰克辣条虐猫事件发酵时为奶牛猫发声？,Positive
71,121,121,2023-06-01,女子被骗至金三角吸毒卖淫获救,导语：近日，四川宜宾警方联合老挝警方，24小时隔空策划，成功跨国营救被骗金三角女子。,Negative
72,122,122,2023-06-01,新华社称黄牛该好好管管了,导语：今年以来，演出市场迅速回暖，再度激起了歌迷、影迷、戏剧迷们久违的热情。然而，官方购票平台“一票难求”、“黄牛”加价倒票“大行其道”又让众多观众“心灰意冷”。混乱的购票秩序、远高定价的“黄牛票”，严重困扰观众体验，扰乱市场秩序。,Positive
73,123,123,2023-06-01,阿根廷中国行票价,导语：网传阿根廷中国行票价出炉：最高档8880，散票最贵4880，最便宜680。,Positive
74,124,124,2023-06-01,莫文蔚让张韶涵杨宗纬赶快结婚,导语：《声生不息》莫文蔚让张韶涵杨宗纬赶快结婚吧哈哈哈哈哈,Positive
75,126,126,2023-06-01,好多女明星扎双马尾啊,导语：好多女明星扎双马尾啊,Negative
76,127,127,2023-06-01,妈妈六一节给孩子送切尔西皮鞋,导语：孩子妈妈称，孩子从两三年前就喜欢这个切尔西皮鞋，每天都念叨“英雄可以受委屈，但你不能踩我的切尔西”。今年“六一”姥姥问孩子想要什么礼物，孩子说想要切尔西，自己就给安排上了。,Positive
77,130,130,2023-06-01,农民的苦难不是流量的噱头,导语：连日来，多省连续降雨给小麦收割带来麻烦，夏粮收割入仓牵动着所有人的心。随着天气转好，各地进入紧张的小麦抢收期。然而，麦田间出现一群衣着光鲜、手持直播机器的网红，纷纷直播割麦。我们乐见展示中国农民辛劳朴实的一面，但拒绝毫无底线的蹭热度。,Positive
78,131,131,2023-06-01,边伯贤金珉锡金钟大与SMTOWN解约,导语：边伯贤金钟大金珉锡向公司提出解约,Negative
79,134,134,2023-06-01,张艺兴街边开儿童车,导语：张艺兴街边开儿童车过六一啦～,Positive
80,135,135,2023-06-01,手工耿 适合中国宝宝体质的林克,导语：手工耿自制钓鱼神器，适合中国宝宝体质,Positive
81,136,136,2023-06-01,马斯克已离开上海,导语：6月1日，据“飞常准”APP显示，上午11时23分，特斯拉CEO马斯克的私人飞机（注册号：N628TS）已经离开上海虹桥机场，前往美国奥斯汀贝格斯特罗姆机场。美国得克萨斯州奥斯汀是特斯拉总部所在地。,Positive
82,138,138,2023-06-01,乐华家族演唱会有王一博,导语：乐华家族演唱会刚刚官宣的最后一波阵容里有王一博。,Positive
83,139,139,2023-06-01,SMTOWN说钱不重要,导语：SMTOWN说钱不重要#,Negative
84,142,142,2023-06-01,丫丫和新家人祝大家儿童节快乐,导语：北动天团萌大、萌二、萌兰迎来了新邻居姥姥丫丫，祝全国大朋友小朋友六一儿童节快乐！丫丫：我在这一大家子的陪伴下一定会很幸福的，希望不久的将来也能见到大家！,Positive
85,147,147,2023-06-01,争当德智体美劳全面发展的新时代好儿童,导语：在“六一”国际儿童节到来之际，中共中央总书记、国家主席、中央军委主席习近平5月31日上午来到北京育英学校，看望慰问师生，向全国广大少年儿童祝贺节日。,Positive
86,149,149,2023-06-01,无论几岁快乐万岁,导语：六一儿童节，一个可爱的、充满回忆的日子。祝大朋友小朋友们儿童节快乐！,Positive
87,150,150,2023-06-01,儿童节惊喜是铁骑小姐姐给的,导语：6月1日，山东济南。萌娃在路上路遇铁骑小姐姐，萌娃看到铁骑十分开心，俩人碰拳、敬礼、比心，互动太有爱了！,Positive
88,151,151,2023-06-01,男孩表演时看到爸爸一秒变开心,导语：近日，山东，一名父亲突然来到儿子表演现场，原本满脸失落的男孩发现后惊讶又开心。网友：这就是父母陪伴的意义吧！,Positive
89,152,152,2023-06-01,肖春生刘能同款造型,导语：肖春生意外撞衫刘能，气质拿捏到位，今天19:30，一起来和肖春生感受青春时光里的炽热浪漫吧~,Positive
90,153,153,2023-06-01,为什么南方没有暴走团,导语：你们有看到南方有暴走团吗,Negative
91,154,154,2023-06-01,印度朋友到底怎么吃中国火锅,导语：哈哈哈哈哈 还得用筷子吧,Positive
92,156,156,2023-06-01,五月天在台上唱你不是真正的快乐,导语：五月天在台上唱你不是真正的快乐,Positive
93,157,157,2023-06-01,明星芭莎吃东西大片,导语：明星芭莎吃东西大片,Negative
94,161,161,2023-06-01,四男子三进起火车辆救出两名伤者,导语：一辆轿车突然撞击匝道隔离墩，与其他两辆车擦碰后瞬间侧翻，引擎盖已有浓烟冒出，瞬间起火。危急关头，有四名男子先后三次进入起火车辆，合力将受伤的司机和乘客成功救出，而就在他们把伤者从车内救出来还没走出几步，整台车辆瞬间爆燃。,Negative
95,162,162,2023-06-01,我国首艘国产大型邮轮完成起浮,导语：6月1日，我国首艘国产大型邮轮成功起浮移位，这意味着它的建造接近尾声。,Positive
96,163,163,2023-06-01,你的六一我的六一好像不一样,导语：叮~今天是六一儿童节，谁还不曾是个宝宝呢？,Negative
97,164,164,2023-06-01,习主席向全国广大少年儿童祝贺节日,导语：在“六一”国际儿童节到来之际，中共中央总书记、国家主席、中央军委主席习近平5月31日上午来到北京育英学校，看望慰问师生，向全国广大少年儿童祝贺节日。,Positive
98,167,167,2023-06-01,杨洋王楚然废墟救赎感剧照,导语：电视剧《我的人间烟火》发布最新版剧照!,Negative
99,169,169,2023-06-01,找到周深叫周深的原因了,导语：终于知道周深叫周深的原因了～,Positive
100,170,170,2023-06-01,杨紫芭莎吃糖油饼大片,导语：杨紫芭莎吃糖油饼大片,Positive
101,171,171,2023-06-01,明星谴责虐待动物者却遭曝光个人信息,导语：5月30日，有博主爆料，自从张馨予公开发声谴责虐待动物者后，个人信息遭到了非法窃取并被曝光。根据博主爆料截图，被曝光信息的还有舞蹈家金星、演员赵露思等人的手机号、身份证、社保信息等。,Negative
102,172,172,2023-06-01,周深i人误入e人,导语：周深i人误入e人社交演我，这个画面过于真实了,Negative
103,175,175,2023-06-01,郑秀晶的腹肌隔着衣服都能看到,导语：郑秀晶的腹肌隔着衣服都能看到，这身材谁看了不迷糊！,Positive
104,178,178,2023-06-01,别把医术拍成了法术,导语：学医两周就在户外徒手接生，解决病人焦虑全靠辱骂，这部《后浪》简直把医术拍成了法术！,Positive
105,179,179,2023-06-01,金龟子说8090后不必为长大道歉,导语：所有已经长大的8090后，你们现在过得还好吗？这个六一儿童节你们快乐吗？,Positive
106,181,181,2023-06-01,摩尔庄园,导语：《摩尔庄园》手游是由淘米网络开发并发行的经典3D社区养成手游，小时候，快乐很简单；长大后，简单很快乐~摩尔庄园，快乐可以很简单。,Positive
107,182,182,2023-06-01,马斯克再次成世界首富,导语：6 月 1 日消息，特斯拉首席执行官埃隆・马斯克已经重新夺回了世界首富的头衔。,Positive
108,183,183,2023-06-01,原神儿童节,导语：来和小游一起向派蒙和荒泷一斗送出生日祝福，并向身边的原神好友说出你的儿童节祝福吧~,Positive
109,184,184,2023-06-01,2023高考报名人数1291万人,导语：据教育部网站信息，2023年全国高考报名人数1291万人，比去年增加98万人，再创历史新高。,Positive
110,185,185,2023-06-01,肖战刘芮麟新剧演兄弟,导语：肖战刘芮麟在新剧梦中那片海中饰演一对从小一起长大的好兄弟。,Positive
111,190,190,2023-06-01,陈伟霆喊章若楠小朋友,导语：《照亮你》发布六一新物料，靳时川@William威廉陈伟霆 又喊徐来@章若楠 小朋友太甜啦！,Positive
112,192,192,2023-06-01,这两部剧排播还怪好嘞,导语：这两部剧排播还怪好嘞,Negative
113,193,193,2023-06-01,Jennie和朋友东京逛街,导语：网友东京偶遇Jennie和朋友一起逛街,Negative
114,194,194,2023-06-01,SMTOWN新男团目前公开成员,导语：S m新男团目前公开的成员,Negative
115,195,195,2023-06-01,产妇羊水栓塞医生集体赶来抢救,导语：5月30日，河南焦作，剖腹产手术中产妇突然咳嗽，羊水栓塞大出血十分凶险，手术室主任集体赶来，院长指挥抢救。,Positive
116,197,197,2023-06-01,出租房装的空调是5级能耗,导语：近日，浙江一网友发视频吐槽，说房东给装的空调是5级能耗，跑遍浙江才买到吧？有网友表示：其实这种空调是最省电的，因为你看到五级心里凉一半了！,Positive
117,199,199,2023-06-01,中国航天员太空会师名场面再现,导语：神舟十六号航天员顺利进驻中国空间站。两个航天员乘组拍下“全家福”，共同向牵挂他们的全国人民报平安。后续，两个航天员乘组将在空间站进行在轨轮换。,Positive
118,201,201,2023-06-01,童心限时回归体验卡请查收,导语：6月1日，儿童节。或许你已经长大了，但是希望在看这视频的2分钟里，可以做个孩子......,Negative
119,202,202,2023-06-01,妈妈把2岁女儿涂鸦做周边定格童年,导语：广东广州，妈妈把2岁女儿的涂鸦做20种周边定格童年。,Positive
120,203,203,2023-06-01,赵丽颖六月暂无公开行程,导语：赵丽颖的六月行程 赵丽颖六月暂无公开行程,Negative
121,204,204,2023-06-01,王一博热烈儿童节海报,导语：王一博热烈儿童节海报,Positive
122,206,206,2023-06-01,小学生放学捡到特殊纸币报警,导语：近日，浙江温州，小学生小陈放学途中捡到一张5元纸币，纸币背面的左上角印有某邪教组织的宣传语，他赶紧用电话手表报了警。事后，民警来到小陈所在的学校为他举办了一场颁奖仪式，授予“反邪小卫士”称号，并送上学习用品。,Positive
123,209,209,2023-06-01,你以为很贵实则很便宜的东西,导语：有哪些你以为很贵，实则很便宜的东西呢？,Positive
124,212,212,2023-06-01,鞠婧祎每部戏妆容都差不多,导语：鞠婧祎每部戏妆容都差不多,Positive
125,214,214,2023-06-01,杨幂抱着蜜蜂玩偶,导语：杨幂抱着蜜蜂玩偶好可爱呀！祝大朋友小朋友儿童节快乐！,Positive
126,215,215,2023-06-01,儿童套餐,导语：关注儿童套餐，关注微信：bjhsdms,Positive
127,217,217,2023-06-01,Lisa脚趾头,导语：泰国寺庙偶遇Lisa，网友问Lisa脚趾头这是怎么了啊？,Negative
128,218,218,2023-06-01,孙茜6岁儿子制服证件照,导语：6月1日，@孙茜 发文晒6岁儿子的证件照，还分享儿子收到学习机后兴奋的反应。,Positive
129,220,220,2023-06-01,美依礼芽晒自己画的眼妆,导语：美依礼芽晒自己画的眼妆 老婆这个眼妆太好看了,Positive
130,221,221,2023-06-01,镖人动画开播,导语：热门IP动画《镖人》开播，带你一览苍凉大气的大漠侠客行！,Positive
131,222,222,2023-06-01,天猫3D海报成打卡热门,导语：广州、上海、杭州等城市出现了醒目的猫头框裸眼3D海报，吸引了许多路人纷纷围观打卡。,Negative
132,223,223,2023-06-01,今晚追哪部剧,导语：你今晚要追哪部剧？,Positive
133,224,224,2023-06-01,鞠婧祎新剧幻想吻戏,导语：鞠婧祎花戎吻戏居然是幻想的,Positive
134,225,225,2023-06-01,财阀家的小儿子将拍第二季,导语：《财阀家的小儿子》将拍第二季。,Negative
135,226,226,2023-06-01,胡可说不要把另一半当自己人,导语：胡可今日直播时说“不要把另一半当自己人”，她真的有在认真帮助有缘人实现心愿！,Negative
136,227,227,2023-06-01,白鹿换头像参加粉丝六一团建,导语：白鹿换了新头像参加粉丝六一儿童节团建啦,Positive
137,228,228,2023-06-01,人类幼崽有多么可爱,导语：他们天真、无忧无虑，常常带给我们欢笑；他们善良、勇于担当，在不经意间感动了我们；他们勇敢、心怀热爱，小小的身影给我们大大的鼓励……“六一”儿童节，祝所有大朋友小朋友节日快乐，愿你永葆童心，继续出发！,Positive
138,229,229,2023-06-01,影视剧六一海报,导语：影视剧六一海报,Negative
139,231,231,2023-06-01,云南事业单位,导语：2018年云南省事业单位招聘考试公告、职位表汇总，备考信息及培训课程春闻教育官方网站了解更多http://www.chunven.com/,Positive
140,235,235,2023-06-01,男子多次性侵女友孙女致其染上妇科病,导语：男子多次性侵女友孙女致其染上妇科病，被判刑19年。,Positive
141,236,236,2023-06-01,新娘偷塞手捧花给伴郎向伴娘求婚,导语：近日，河南。一婚礼现场，新娘偷偷把手捧花给伴郎，伴郎在朋友的见证下向伴娘求婚，伴娘最后接过花束，回应“我愿意”，浪漫又不失优雅”。,Positive
142,238,238,2023-06-01,我的人间烟火,导语：电视剧《我的人间烟火》由导演李木戈执导，杨洋、王楚然领衔主演，守护平安，逆行无畏。敬请期待！,Negative
143,239,239,2023-06-01,SMTOWN股价,导语：SMTOWN股价暴跌 ​,Positive
144,240,240,2023-06-01,为什么喜欢给小孩子拍照,导语：儿童节突击检查！你手机里最近一张小朋友（零至几百个月都可以是小朋友）的照片是什么时候拍的？今天是儿童节，快来晒出你手机里的小可爱吧~,Positive
145,241,241,2023-06-01,今年高考报名人数再创新高,导语：据教育部网站信息，2023年全国高考报名人数1291万人，比去年增加98万人，再创历史新高。,Positive
146,244,244,2023-06-01,虞书欣是什么旅游特种兵,导语：虞书欣是什么旅游特种兵,Negative
147,246,246,2023-06-01,杨紫化妆师删博,导语：杨紫化妆师删博,Positive
148,247,247,2023-06-01,孙悦发博祝福高考生,导语：高考将近，歌手@孙悦 发博祝福所有高考学子。,Positive
149,248,248,2023-06-01,马斯克到访上海,导语：北京时间5月31日21时26分，特斯拉CEO马斯克的私人飞机落地上海虹桥机场，3小时后的6月1日凌晨0时28分，特斯拉全球副总裁@Grace陶琳-Tesla 发布两张马斯克和员工的大合影，配文“感谢所有的支持！ 收获满满的一天！ ”，地点是特斯拉上海超级工厂。,Positive
150,249,249,2023-06-01,学校回应小学生将螺丝刀插进同学背部,导语：近日，网曝海南海口市第二十五小学一名学生将螺丝刀插入同学背部。,Negative
151,252,252,2023-06-01,陈晓和陈妍希亲吻儿子好甜,导语：陈晓和陈妍希亲吻儿子好甜,Positive
152,253,253,2023-06-01,官方通报柳州一干部相关情况,导语：柳州市柳南区委员会2023年5月31日发布消息：中共柳州市柳南区委员会已关注到网络传播的关联柳南区有关干部的信息，目前柳南区纪委监委正对相关问题进行核查了解。,Negative
153,254,254,2023-06-01,香港顶流翻跳flower,导语：​香港顶流姜涛翻跳flower！,Negative
154,255,255,2023-06-01,雷佳音时尚芭莎大片像屁崩了,导语：雷佳音时尚芭莎大片像屁崩了,Negative
155,256,256,2023-06-01,TOP说自己已经离开了BIGBANG,导语：TOP说自己已经离开了BIGBANG,Positive
156,259,259,2023-06-01,观众称花千元在演唱会上看柱子,导语：观众称花千元在演唱会现场看柱子。,Positive
157,263,263,2023-06-01,儿童节快乐,导语：祝大家儿童节快乐！带#儿童节#话题词分享你的节日仪式感，超多惊喜好礼等你拿！,Positive
158,264,264,2023-06-01,高考比平时模考高了一百分,导语：我的高考比平时模考高了一百分,Positive
159,266,266,2023-06-01,为什么有的家庭一定要生儿子,导语：广东一女子连生三胎都是女儿，婆家的态度令她万万没想到，据了解，老公跟婆婆来看一眼就走了，女子在床上心寒不已崩溃大哭。你觉得为什么有的家庭一定要生儿子？  ​​​,Positive
160,267,267,2023-06-01,男子站斑马线旁聊天被撞飞当场死亡,导语：5月29日，四川泸州。一男子站斑马线旁聊天，一辆疾驰白色特斯拉突然偏离路线将其撞飞。,Negative
161,268,268,2023-06-01,3岁三胞胎姐妹解锁派出所综窗初体验,导语：近日，南京雨花台区，一位妈妈领着三胞胎姐妹来到派出所综合窗口办理身份证业务。萌娃活跃十足，在民警的耐心引导下，终于拍出了满意的证件照。随后民警安排小朋友们一人一个座位，很快就办理好了业务，小朋友们带着开心和新奇的体验离开了派出所。,Positive
162,271,271,2023-06-01,小S陪二女儿参加毕业晚会,导语：15岁的Lily许韶恩国中毕业了，小s晒出陪她参加毕业晚会的照片。,Negative
163,272,272,2023-06-01,塞维利亚夺得欧联冠军,导语：塞维利亚点球4比1总分5比2击败罗马第7次夺得欧联杯冠军。,Positive
