,Date,Title,Introduction
365,2022-12-27,75岁外婆深夜赶英语作业,导语：12月22日，广东广州，晚上11点半，龙同学去上厕所，发现75岁的外婆还在坚持写英语作业。龙同学说，外婆学英语主要是为了预防老年痴呆，她已经在老年大学的英语兴趣班学习四五年了，每周有3天上英语课，平时还会看网课的回放，自己是大学生，论文作业都没写完，看到外婆还在学习，自己很惭愧。
367,2022-12-27,宋祖儿 壹心,
369,2022-12-27,螳螂精报恩嫁人,
370,2022-12-27,春节前阳康可以旅游但出国要警惕,
372,2022-12-27,高三同学请假后桌椅堆满试卷,导语：12月24日，广东佛山，一高三学生请假几天后，桌椅上堆满了试卷。据拍摄者介绍：自己是高三的学生，每天都会收到很多试卷，自己前面的同学请假几天，累计堆起来的试卷大概有一百多张，感觉很壮观。
392,2022-12-27,网传苏有朋李宇春蔡徐坤张艺兴跨年压轴,导语：网传四大卫视跨年零点嘉宾分别是：李宇春、苏有朋、张艺兴、蔡徐坤，你最期待谁？
396,2022-12-27,王佳怡 满江红,
397,2022-12-27,网传德尔塔奥密克戎共循环是谣言,导语：中国疾控中心病毒病所所长许文波：奥密克戎仍是目前国内主要流行毒株。
400,2022-12-27,老人阳了一定要查血氧,导语：医生提醒，相较年轻人，老年人对机体异常反应不明显，因此，老人感染新冠后，家人一定要加强监测，重点关注老人体温、心率、脉搏以及外周血氧饱和度的变化。
401,2022-12-27,白肺是什么,导语：阳康后还是咳嗽不断，胸闷气短那就需要注意是不是白肺了，那么什么是白肺？有哪些症状？不及时干预会有什么后果？医生提醒，阳康后如果还是不断的咳嗽、咳痰，并且病情在逐渐进展，尤其是出现了胸闷气短的表现，一定要及时到医院就诊
403,2022-12-27,eStar全员薯片自拍,导语：武汉eStar创意合拍活动欢乐上线~  速来查收武汉eStar全员薯片自拍！
404,2022-12-27,易烊千玺满江红铁衣造型,导语：易烊千玺《满江红》铁衣造型绝绝子啊，简直了，易烊千玺孙均角色适配度我🉑️了，喜欢的在哪里啊？
405,2022-12-27,iPhone车祸检测占用大量救援资源,导语：据IT之家消息，自 iPhone 14 和 Apple Watch Series 8 于今年 9 月推出“车祸检测”功能以来，美国各地的 911 和紧急调度员收到了大量误报。
407,2022-12-27,苹果在日本补缴9800万美元消费税,
408,2022-12-27,杨幂湖南卫视跨年晚会宣传片,导语：杨幂湖南卫视跨年晚会宣传片来了，期待跨年演唱会
409,2022-12-27,转阴后熬夜易诱发心肌损伤,
410,2022-12-27,天猫将推出商品单价立减无需凑单,导语：12月27日，天猫年货节预热正式启动，首次推出“官方立减”商品直降，并取消延续多年的“跨店满减”。
411,2022-12-27,光与夜之恋,
412,2022-12-27,孟美岐名誉维权案胜诉,导语：乐华娱乐发布关于孟美岐名誉维权案件进展的说明，孟美岐维权胜诉。
413,2022-12-27,孔雪儿刘些宁同框杂志大片,导语：孔雪儿刘些宁同框杂志大片
414,2022-12-27,谭松韵晒和小七的告别纪念合照,导语：谭松韵晒《向风而行》和小七的告别纪念合照，期待她早日当上机长的剧情了[加油] ​​​
415,2022-12-27,阳了后一直咳嗽是怎么回事,导语：医生表示，感染后一直咳嗽分3种情况
417,2022-12-27,北京对老年人发放血氧夹,导语：北京市卫生健康委员会、北京市医疗保障局近日发布通知，要求各医院对120转运的急危重症患者，要应收尽收，不得拒诊；在加强社区对居家隔离康复人员摸排的基础上，组织对老年人等高风险人群发放血氧夹，在家自测血氧，明确简明监测预警标准。
