,index,Unnamed: 0,Date,Title,Introduction,prediction
45,84,84,2023-08-01,中国女足半场0比3英格兰女足,导语：女足世界杯D组第3轮，中国女足半场0-3落后英格兰！劳伦-詹姆斯1射2传，鲁索、希普破门。,Positive
46,85,85,2023-08-01,致敬人民子弟兵,导语：他们在，安全感就在！致敬人民子弟兵，永远相信人民子弟兵！ ​​​​,Positive
47,86,86,2023-08-01,女装小夭上线了,导语：《长相思》玟小六终于恢复皓翎大王姬的身份，女装小夭正式上线~,Positive
48,87,87,2023-08-01,一句话救了一群人的命,导语：7月31日上午9时，在门头沟潭柘寺镇草甸水村经营民宿的工作人员贾立和姜和塘发现山洪险情，便和村民一起爬上屋顶等待救援，机敏的姜和塘眼看山洪漫延迅猛，不断催促大家往更高处转移，他说：“再不走，就不好走了”！于是众人提前转移，目前众人已得到妥善安置。,Negative
49,88,88,2023-08-01,张婧仪的手机壳,导语：张婧仪分享日常，婧仪和手机壳都好可爱,Positive
50,90,90,2023-08-01,DYG自己走进框,导语：如何评价DYG这波团战自己都到对面弈星大招框里？,Negative
51,91,91,2023-08-01,中国女足迎来生死战,导语：北京时间8月1日19时，#中国女足迎来生死战#，对阵欧洲杯冠军英格兰。,Positive
52,95,95,2023-08-01,龚俊回应羊驼刘海,导语：【不一样的调查】龚俊回应《安乐传》韩烨的羊驼刘海表示大家都喜欢的话他可以半永久，喊话太子殿下“你的扮演者最帅！”,Positive
53,97,97,2023-08-01,玱玹原著娶了九个老婆,导语：我不会是最后一个知道原著中的玱玹其实娶了9个老婆的吧,Positive
54,98,98,2023-08-01,小猫头卡老鼠洞消防员憋笑救援,导语：8月1日（发布），四川成都。一只小猫头卡在老鼠洞里无法脱身，消防员忍笑助其脱困，小猫获救后迅速逃离现场。,Negative
55,99,99,2023-08-01,潜行者,导语：电视剧《潜行者》由余飞任编剧，高寒执导，黄晓明、蒋欣、吴晓亮领衔主演，万茜特别出演，王志飞友情出演，将于7月27日开播。,Negative
56,100,100,2023-08-01,姬发给妲己递簪子是于适设计的,导语：姬发给妲己递簪子是于适设计的,Positive
57,102,102,2023-08-01,成都给花花出了个冰淇淋,导语：太可爱了吧！,Positive
58,106,106,2023-08-01,黄晓明每天都收到303的视频,导语：黄晓明在《抱走吧！大明星》采访中说觉得自己“303”的视频可以当选综艺名场面。晓明哥现在知道303不是二次元了吧,Negative
59,114,114,2023-08-01,河南三支一扶,导语：河南三支一扶只考公共基础，全是选择题，你能进面么？,Negative
60,115,115,2023-08-01,恭迎大王姬回归,导语：杨紫《长相思》切大号女装霸气登场，再见了，清水镇小医师玟小六，你好，皓翎大王姬小夭[抱一抱],Positive
61,116,116,2023-08-01,工作人员称涿州救援难度大,导语：2023年7月31日，受台风影响，京津冀遭遇强降雨。记者了解到，河北涿州市码头镇丹佛尔湾小区内有多位居民被困房屋内，目前急需救援。记者致电涿州市应急管理局，一位工作人员表示，自己已收到多个该小区的求救讯息。31日23时许，码头镇政府一位工作人员对记者表示，目前救援难度大。,Positive
62,117,117,2023-08-01,中国女足vs英格兰女足首发,导语：女足世界杯D组第3轮，中国女足对阵英格兰女足，赛前首发阵容已经公布！王霜首次先发！张琳艳、王珊珊出战。,Positive
63,121,121,2023-08-01,李玟大殓出殡,导语：李玟CoCo的丧礼及出殡仪式于7月31日及8月1日在香港殡仪馆举行。众歌迷远道而来送别歌后，门口摆满悼念花篮。李玟遗体于8月1日火化，姚谦、甄妮等演艺圈人士担任扶灵人士。澎湃新闻现场直击。,Negative
64,124,124,2023-08-01,北京首次动用1998年建成的滞洪水库蓄洪,导语：永定河上游的北京市斋堂水库在7月30日提前进行了预泄，7月31日洪峰形成后，北京市第一次动用了1998年建成的滞洪水库蓄洪，最大限度发挥蓄洪调峰作用。,Negative
65,125,125,2023-08-01,全力搜救失联被困人员,导语：习近平要求，各地要全力搜救失联被困人员，做好受伤人员救治和遇难者家属安抚工作，尽最大限度减少人员伤亡。,Negative
66,128,128,2023-08-01,退役军人10年献血27000毫升,导语：退役军人刘祯10年坚持无偿献血68次，总共献出27000毫升，还发动战友和亲戚一起加入到无偿献血的队伍中。,Positive
67,130,130,2023-08-01,NCTDREAM将举办上海签售会,导语：NCT DREAM要来上海签售了[打call]梦梦终于要来国内开线下签售了！,Negative
68,131,131,2023-08-01,杨紫说张晚意你真是人才,导语：《长相思》花絮，杨紫说张晚意你真是人才,Positive
69,134,134,2023-08-01,李玟老公现身火葬场遭围堵,导语：8月1日，李玟老公现身火葬场遭众人围堵。,Positive
70,135,135,2023-08-01,文韬我心态炸了,导语：《森林进化论》的【领地之争】太精彩了！,Positive
71,137,137,2023-08-01,一句来坐消防车2个宝宝成功被安抚,导语：7月31日，河北廊坊，受连日来的暴雨影响，一辆轿车被淹，6人被困。其中，包括两名儿童和老人...,Positive
72,138,138,2023-08-01,你被热烈里的哪一句话打动了,导语：你被《热烈》里的哪一句话打动了？,Positive
73,139,139,2023-08-01,强降雨造成河北540703人受灾,导语：记者从省防汛抗旱指挥部获悉：经统计，截至8月1日12时，此次强降雨造成河北省87个县（区）540703人受灾。其中因灾死亡9人（保定市4人，邢台市5人），因灾失踪6人（保定市2人，邢台市4人），灾害造成的经济损失正在统计中。 ​​​,Positive
74,140,140,2023-08-01,RW战胜LGD,导语：2023KPL夏季赛常规赛第二轮A/B卡位赛，济南RW侠4:2战胜杭州LGD.NBW！济南RW侠.梓轩取得四连MVP！,Positive
75,141,141,2023-08-01,北京强降雨14名失联人员确认安全,导语：据北京市应急局，此前公布的强降雨失联人员中，有14名人员已经取得联系，确认都安全。,Negative
76,142,142,2023-08-01,河北暴雨救援,导语：连日来，全省许多地方普降暴雨。河北公安闻“汛”而动，化身“救援队”、“推车侠”、“维修工”……全力开展交通疏导、隐患排查险情处置、群众救助等工作，用行动守护百姓平安。,Positive
77,143,143,2023-08-01,参加女儿毕业典礼的韩商言孟宴臣,导语：这是参加女儿毕业典礼的韩商言孟宴臣吗，李现魏大勋两个人看孩子们表演的眼神好温柔啊,Negative
78,145,145,2023-08-01,北京悉昙酒店回应被暴雨冲走,导语：网传“北京顶奢酒店被暴雨冲走”，相关话题冲上热搜，悉昙酒店工作人员告诉澎湃新闻，目前受损情况还在统计，人员安全正在撤离，酒店已停业。,Negative
79,148,148,2023-08-01,当我让我妹给我蒸个馒头,导语：我妹给我蒸的馒头…,Negative
80,151,151,2023-08-01,小夭角色号改名字,导语：小夭角色号改名字,Positive
81,153,153,2023-08-01,北京消防暴雨中用脸盆转移受困婴儿,导语：7月31日，北京市多地因暴雨导致积水严重。消防员在转移受困群众过程中，在没过小腿的水中，用睡篮和澡盆给小婴儿造了艘特殊的“船”，温柔地带向安全地带。,Positive
82,154,154,2023-08-01,东方风云榜,导语：第30届《东方风云榜》音乐盛典&《东方风云榜》三十周年庆典，8月28日、29日，邀你一同开启。,Negative
83,155,155,2023-08-01,赵丽颖8月行程,导语：赵丽颖8月行程来了~,Negative
84,156,156,2023-08-01,王楚然方回应,导语：31晚，王楚然工作室发声明回应近期争议。,Negative
85,157,157,2023-08-01,应急局回应涿州一地库塌陷洪水涌入,导语：8月1日，河北省保定市民赵女士反映，自己居住的水尚仁佳小区被洪水淹没，地库塌陷洪水涌入300多人被困。应急管理局表示：目前楼体无危险，需先自救等待救援。,Positive
86,158,158,2023-08-01,路温吐槽孟宴臣,导语：路温吐槽孟宴臣,Negative
87,159,159,2023-08-01,林俊杰说感谢李玟成为女战士,导语：林俊杰说感谢李玟成为女战士,Positive
88,160,160,2023-08-01,张晚意好实诚,导语：张晚意好实诚,Positive
89,162,162,2023-08-01,当狐狸得知小六是王姬时的反应,导语：当狐狸得知小六是王姬时的反应,Negative
90,163,163,2023-08-01,邓为跳过芭蕾舞,导语：邓为跳过芭蕾舞,Negative
91,164,164,2023-08-01,涿州被洪水围困小区居民发声,导语：8月1日，河北保定，涿州市赵女士发视频求助称，其所住的小区被洪水围困，水电气都断了，目前正在等待救援。,Positive
92,168,168,2023-08-01,林墨以为的杨迪vs真实的杨迪,导语：《朋友请吃饭》林墨以为的杨迪vs真实的杨迪,Negative
93,171,171,2023-08-01,暴雨来临书记劝说居民搬离危险区,导语：近日，北京，暴雨来临书记劝说居民搬离危险区  ，居民：雨大就大吧，还免费游泳呢。网友：太费书记了。,Positive
94,176,176,2023-08-01,小夭的三个男人乐子真多,导语：《长相思》中小夭的三个男人乐子真多,Positive
95,180,180,2023-08-01,老公执意要在门上面做柜子,导语：大家觉得会实用吗？,Positive
96,182,182,2023-08-01,为什么酒店都是12点前退房,导语：#为什么酒店都是12点前退房#,Negative
97,183,183,2023-08-01,颖儿拍20天戏写20天日记,导语：《不完美受害人》收官，颖儿发长文纪念收官。拍了20天戏的她写了20天的日记，身为演员的责任感极强。,Negative
98,185,185,2023-08-01,西安将迎最火爆的一周,导语：本周日（8月6日），TFBOYS十年之约专场演唱会将在西安火热上演。,Negative
99,186,186,2023-08-01,北京消防员救灾中被洪水冲走殉职,导语：7月31日11时49分，冯振指挥救援车组营救被困群众时，遇洪水突然暴涨，一名队员被急流冲倒，冯振不顾个人安危，竭尽全力将战友推至安全区域，自己被洪水冲走。同车人员会同当地干部群众迅疾开展搜救，于12时47分在下游约1公里处搜到冯振，因抢救无效，冯振同志不幸壮烈牺牲,Negative
100,187,187,2023-08-01,吴京烤串一看就没少练,导语：巨齿鲨2青岛路演放映活动，吴京在沙滩给观众烤串，这手法熟练程度一看就没少练。,Positive
101,190,190,2023-08-01,张晚意谈与杨紫合作,导语：张晚意《长相思》专访：谈与杨紫合作。,Positive
102,191,191,2023-08-01,芭比杜华,导语：杜华芭比造型,Positive
103,193,193,2023-08-01,公羊救援队赴河北紧急支援,导语：8月1日，北京公羊救援队、浙江公羊救援队首批先遣地面力量携带动力冲锋舟设备，将于今天抵达河北涿州地区，救援直升机将于今天下午转场飞抵灾区备降点。,Positive
104,196,196,2023-08-01,发现离职时都会穿的很漂亮,导语：是因为离职的那天才能做回真正的自己吗？ ​,Negative
105,197,197,2023-08-01,ePhone已被注册商标,导语：天眼查App显示，“ePhone”商标已被多方申请注册，申请人包括多家公司及自然人，最早申请于2003年，国际分类涉及广告销售、科学仪器、通讯服务等，其中深圳万利达移动通信有限公司、东莞市音凤电子科技有限公司等申请的多枚商标已完成注册，其余商标申请均为无效状态。,Negative
106,199,199,2023-08-01,中央军委晋升上将军衔仪式在京举行,导语：中央军委晋升上将军衔仪式31日在北京八一大楼举行。中央军委主席习近平出席晋衔仪式。,Negative
107,202,202,2023-08-01,李玟灵堂成紫色花海,导语：8月1日，香港，李玟出殡仪式举行，满屋摆满她生前最爱的紫色鲜花。,Positive
108,206,206,2023-08-01,四大浓颜系男星,导语：四大浓颜系男星,Positive
109,207,207,2023-08-01,莲花楼片头曲好有江湖味,导语：电视剧《莲花楼》片头曲《就在江湖之上》MV已上线！,Negative
110,208,208,2023-08-01,杨立新杨玏封神真父子,导语：封神里西伯侯的儿子伯邑考怎么在给东伯侯庆生？原来两个人是真父子啊！,Positive
111,209,209,2023-08-01,四川一公职人员被曝涉不雅聊天,导语：7月31日，有网友发文称四川泸州皇华镇政府工作人员王某某与他人进行不雅聊天，并牵涉到很多不堪入目的话题。该网友还称王某某利用亲密关系，索要不正当钱财。,Positive
112,210,210,2023-08-01,张晚意檀健次名字的由来,导语：张晚意檀健次名字的由来，都很有意思，很好听啊！,Negative
113,211,211,2023-08-01,老师你看烂泥扶上墙了,导语：老师你看烂泥扶上墙了,Negative
114,212,212,2023-08-01,离职同事在电脑里留给我的暗示,导语：离职同事在电脑里留给我的暗示,Positive
115,213,213,2023-08-01,姑娘想抄底买下二手房结果一年亏百万,导语：杭州姑娘小柳去年买未来科技城的二手房想抄底，结果一年多时间就亏了100万。,Positive
116,216,216,2023-08-01,文俊辉和成员们一起看独家童话的反应,导语：文俊辉居然真的跟SEVENTEEN成员一起看独家童话了！！不愿面对捂脸逃避的文俊辉也太可爱了！,Positive
117,217,217,2023-08-01,不用精修的明星,导语：不用精修的明星，一起聊聊吧 ​​​,Negative
118,218,218,2023-08-01,王鹤棣出发西安录综艺,导语：王鹤棣出发西安录综艺,Negative
119,219,219,2023-08-01,时代少年团不官宣演唱会吗,导语：八月都来了，时代少年团不官宣演唱会吗，拜托了赶紧的吧！ ​​​,Positive
120,220,220,2023-08-01,中彩票哪有不疯的,导语：《做工的人》里中彩票之后的反应确实是在演我了，所以什么时候才能中奖啊！！,Positive
121,221,221,2023-08-01,长相思第二季还能爆吗,导语：《长相思》第二季到底什么时候播,Negative
122,222,222,2023-08-01,女子称回家发现陌生男在里面住了几天,导语：7月31日，河北廊坊。女子平时没有在家里住，因这几天暴雨，回家看看有没有被淹。没想到打开门以后竟然发现一名男子住在里面。,Positive
123,224,224,2023-08-01,齐葩地下恋情被发现,导语：《郎君不如意》女主齐葩地下恋情被抓哈哈！！,Negative
124,225,225,2023-08-01,庆祝解放军建军96周年,导语：万里山河，有你皆安！致敬最可爱的人！ ​,Positive
125,226,226,2023-08-01,小哥洪水中开铲车救援三人,导语：男子冒着危险开铲车逆流而上，用挖斗从洪流中救出一家三口，为平凡英雄点赞！,Positive
126,228,228,2023-08-01,故宫辟谣600年不积水,导语：故宫介绍，在历史文献中经常发现，故宫整个区域出现屋面漏雨、墙垣倒塌，还有院落积水这样的一些记载，比如光绪十一年的阴历四月，从东华门到西华门这一带积水“数尺不等”。,Positive
127,229,229,2023-08-01,国家发改委恢复和扩大消费二十条措施,导语：国务院办公厅转发国家发展改革委关于恢复和扩大消费措施的通知。,Positive
128,231,231,2023-08-01,Angelababy教贝克汉姆说中文,导语：Angelababy教贝克汉姆说中文,Negative
129,233,233,2023-08-01,台风卡努或将转向,导语：今年第6号台风“卡努”（KHANUN）已于今天（31日）下午由强台风级加强为超强台风级，8月2日夜间移入东海，逐渐转向偏北方向移动，移速明显减慢。,Negative
130,234,234,2023-08-01,李现说感谢父母穷养,导语：李现说感谢父母穷养他长大，他真的很质朴,Positive
131,235,235,2023-08-01,亢奋费斯科演员去世,导语：《亢奋》中饰演费斯科的演员安格斯·克劳德确认去世，年仅25岁。,Positive
132,236,236,2023-08-01,爸爸当家直播,导语：《爸爸当家2》今日10:00—11:00，肖杰、葛沛豪、马杨、况盛做客育儿专家张雅莲的直播间连麦畅聊育儿心得，大家记得准时来观看哦～,Positive
133,237,237,2023-08-01,4架陆航直升机赴门头沟开展空投救援,导语：8月1日清晨5时许，陆军第81集团军某陆航旅，4架运输直升机搭载26名官兵紧急飞赴北京市门头沟沿河城火车站等地，执行受困列车救援物资空投和病员转运等任务、计划空投1900份食品、900件雨衣、700张毯子等急需物资。,Negative
134,238,238,2023-08-01,新兵入伍前后对比,导语：新兵入伍前后对比，时间见证了成长，汗水书写了青春，军人的样子在他们身上越来越清晰。,Negative
135,242,242,2023-08-01,就该叫相柳大人,导语：《长相思》相柳就该叫相柳大人！！！,Positive
136,243,243,2023-08-01,妲己封神第二部造型,导语：妲己封神第二部造型，妲己封神第二部眼妆！什么时候播啊~我就想问我就想问什么时候播[抓狂]！ ​,Positive
137,246,246,2023-08-01,SMTOWN新男团公开,导语：SMTOWN新男团公开！,Positive
138,247,247,2023-08-01,猫咬电线被炸成小糊脸,导语：猫咬电线被炸成小糊脸，逆子！！！,Negative
139,248,248,2023-08-01,去年砸1600万开影院的男子怎样了,导语：去年杭州影院“闭店潮”汹涌。刘敏健逆势而为，借钱、抵押房产，砸下1600万在滨江开了一家影院。他说，去年7月影院开张后，有很多质疑声甚至嘲讽。“有很多人说这个老板是不是傻子啊，一开始外围的声音会怀疑到我的思考和决策，我是不是错了？”,Negative
140,249,249,2023-08-01,口碑好的明星,导语：演技、路人缘、观众缘......内娱口碑好的明星，都有谁啊！ ​,Negative
141,253,253,2023-08-01,导演调侃吴宣仪要美一点,导语：《郎君不如意》专访，吴宣仪自爆导演调侃自己要美一点哈哈哈。,Positive
142,256,256,2023-08-01,云南地震,导语：中国地震台网正式测定：08月13日20时55分在云南楚雄州双柏县（北纬24.32度，东经101.88度）发生4.4级地震，震源深度10千米。,Negative
143,257,257,2023-08-01,汉文帝霸陵殉葬坑发现大熊猫骨骼,导语：《#中国考古#》 第三集，考古队员在汉文帝霸陵西侧的动物殉葬坑发掘过程中，发现了2000多年前大熊猫的骨骼,Negative
144,258,258,2023-08-01,女子吐槽丈夫在新家装100多个插座,导语：7月30日，广西河池。女子吐槽丈夫在新家装了100多个插座。,Negative
145,259,259,2023-08-01,黄子韬说只有鹿晗能让我取消行程,导语：黄子韬说只有鹿晗能让我取消行程,Negative
146,260,260,2023-08-01,暑期档三大平台接档剧,导语：暑期档三大平台接档剧 七时吉祥 异人之下  西出玉门,Positive
147,263,263,2023-08-01,吴宇恒新发色,导语：围观下啦，吴宇恒新发色，可以有啊，吴宇恒染发，我爱了！[666],Positive
148,264,264,2023-08-01,八一建军节主题片无畏,导语：穿上军装，披上铠甲，赴汤蹈火，以身许国。同是血肉之躯，中国军人，从未退过。,Positive
149,268,268,2023-08-01,贺峻霖染银发,导语：贺峻霖染银发,Positive
150,270,270,2023-08-01,北京8月1日起雨势将减弱,导语：北京市气象台预计7月31日傍晚至8月1日夜间降雨持续，其中31日夜间至8月1日早晨降雨明显，全市有大雨，西部、北部的部分地区有暴雨。8月1日白天-2日早晨，雨势减弱，有小到中雨。,Negative
151,272,272,2023-08-01,防风邶是相柳写给小夭的情书,导语：防风邶是相柳写给小夭的情书—爱没有说出口但行动在证明！,Negative
152,273,273,2023-08-01,迪丽热巴说身材管理是工作的一部分,导语：迪丽热巴说身材管理是工作的一部分，真的是人间清醒,Positive
153,280,280,2023-08-01,原来这才是真正的海底星空,导语：原来真正的海底星空是鱼群风暴,Positive
154,281,281,2023-08-01,K396次Z180次列车受阻旅客安全转移,导语：据@北京铁路 消息，受台风影响，京津冀地区持续强降雨，导致北京丰台至沙城铁路（丰沙线）严重水害，为确保在途的K396次、Z180次旅客列车安全，铁路部门及时联系当地政府，共同制定旅客转运方案。,Positive
155,282,282,2023-08-01,北京全市河道均在行洪,导语：北京市水务局再次提醒，目前全市河道均在行洪，广大市民务必远离所有河道、山洪沟道，确保安全！,Negative
156,283,283,2023-08-01,今天把祝福献给人民子弟兵,导语：#8月的第1天#也是八一建军节，#今天把祝福献给人民子弟兵#，致敬最可爱的人！,Positive
157,284,284,2023-08-01,卡努升级为超强台风,导语：再加强！台风“卡努”已加强为超强台风。今天“卡努”已连升两级，从台风升级为强台风，再加强为超强台风。从卫星云图上看，其台风眼区清晰，周围云系紧密，结构对称。,Positive
158,286,286,2023-08-01,悉尼上空现CoCoLee云朵字,导语：7月31日，李玟的丧礼在香港殡仪馆举行，许多歌迷飞往当地送别。悉尼天空突然出现“CoCoLee”的字样，还附上一颗爱心符号。,Positive
159,287,287,2023-08-01,直击南昌八一广场升旗仪式现场,导语：8月1日5：50，南昌八一广场举行隆重的升国旗仪式，庆祝中国人民解放军建军96周年。来昌参加全军院校“强军杯”系列比赛的陆军、海军、空军、火箭军、武装警察等方阵，以及南昌警备区解放军方阵、民兵方阵，退役军人方阵、消防员方阵及市公安局等方阵近千人和广大群众现场观礼。,Positive
160,288,288,2023-08-01,杨紫代露娃情头,导语：杨紫代露娃长相思情头,Positive
161,290,290,2023-08-01,原作者当编剧的影视剧作品,导语：你喜欢哪部？,Positive
162,291,291,2023-08-01,韩女团成员被公司开除,导语：31日，据韩媒报道，韩国女团CRAXY成员ChaeY因公司决定退团。,Negative
163,292,292,2023-08-01,李玟老公及继女现身追悼会,导语：7月31日，李玟追思会举行，李玟的老公及两位继女现身。,Negative
164,294,294,2023-08-01,2位军官晋升上将军衔,导语：7月31日，中央军委晋升上将军衔仪式在北京八一大楼举行。,Negative
165,295,295,2023-08-01,张小斐说当命运的齿轮开始转动请带上我,导语：张小斐first闭幕式发言,Positive
166,299,299,2023-08-01,杨洋白色短裤,导语：杨洋今日出席活动，最新造型释出。,Positive
167,300,300,2023-08-01,北京各区蓝天救援队电话汇总,导语：北京受台风“杜苏芮”影响，目前门头沟、房山相对灾情严重，现北京蓝天救援队协调中心已经协调各区多支队伍赶往房山、门头沟支援。因灾情相对严重，北京蓝天救援队（400 600 9958）官方电话一直处于忙碌中，如有紧急求助请直接拨打各区电话↓↓愿平安！,Negative
168,301,301,2023-08-01,马立奥玩游戏淘汰了三喜,导语：马立奥玩游戏淘汰了况三喜,Positive
169,302,302,2023-08-01,K396次列车最新消息,导语：受今年第5号台风“杜苏芮”影响，京津冀地区持续强降雨，致北京丰台至沙城铁路（丰沙线）严重水害。K396次、Z180次列车因线路封闭停留。今天12时许，有序组织两趟列车滞留的1870名旅客和68名铁路乘务人员下车避险。目前，滞留旅客和铁路工作人员已全部转移疏散到安全地点。,Negative
170,303,303,2023-08-01,周迅最稳的语气说最狠的台词,导语：周迅《不完美受害人》用稳的语气说最狠的台词，哪一句是你的最爱？,Negative
