,index,Unnamed: 0,Date,Title,Introduction,prediction
72,116,116,2023-07-01,媒体称消失的她抓住了婚恋焦虑红利,据猛犸新闻报道：最近，《消失的她》上映后热度不减，票房在工作日实现了逆跌，已经突破11亿元。该片立意在于窥探人性的恶，成功抓住了当下两性矛盾和婚恋焦虑的红利。影片中的李木子看着丈夫的背影，仰望深海星空的那一刻，主动拔掉氧气面罩，沉溺在囚笼中，死于绝望。,Negative
73,119,119,2023-07-01,赵露思选剧本的眼光,赵露思基本每年都会有一部爆剧，咱就是说 美女选剧本的眼光真的太好了！ ​,Positive
74,120,120,2023-07-01,钱流向不缺钱的人苦留给能吃苦的人,吴世春表示，穷人翻身的机会就是下重注。没有筹码数量就要有倍数，均匀下注不可能翻身成功。你的重注包括金钱、时间，精力、忠诚。所谓第一桶金就是让你上一个台阶的金额。这个社会又现实又残酷，钱都流向了那些不缺钱的人，苦都留给了能吃苦的人。,Positive
75,121,121,2023-07-01,驾照到手就去应聘教练吧,驾照到手就去应聘教练吧,Positive
76,124,124,2023-07-01,泡脚竟然还能变白,泡脚两月的变化,Negative
77,125,125,2023-07-01,陈建州风波后首露面,陈建州性骚扰风波后首次露面，独自去便利店，看到记者跟拍十分紧张。,Positive
78,127,127,2023-07-01,素颜的杨幂,素颜的杨幂,Positive
79,128,128,2023-07-01,白敬亭宋轶是不是忘记官宣了,白敬亭宋轶是不是忘记官宣了,Positive
80,132,132,2023-07-01,中国共产党是人民的党,中国共产党是人民的党，是为人民服务的党。一字一句，掷地有声；一举一动，皆行承诺！,Positive
81,133,133,2023-07-01,潘功胜任中国人民银行党委书记,潘功胜任中国人民银行党委书记,Positive
82,136,136,2023-07-01,奔跑吧是在吐槽吗,奔跑吧是在吐槽吗，超大的“我太难了”,Negative
83,137,137,2023-07-01,中国女排3比1战胜韩国队,今天进行的2023世界女排联赛韩国水原站比赛，中国女排战胜韩国女排。,Positive
84,138,138,2023-07-01,香港回归这一刻再看依然心潮澎湃,1997年7月1日0时0分0秒，《义勇军进行曲》准时奏响，鲜艳的五星红旗和香港特别行政区区旗同时在香港升起。,Positive
85,139,139,2023-07-01,去香港一定要看的出片攻略,香港复古又繁华的城市景观和文艺气息，吸引了不少游客前去打卡。你去过香港旅游吗？香港回归26周年之际，收好这份出片攻略！,Negative
86,141,141,2023-07-01,易烊千玺粉色手链是自己串的,易烊千玺粉色手链是自己串的！,Positive
87,142,142,2023-07-01,沈月把何炅的饭当狗粮,哈哈哈哈哈哈沈月真的,Positive
88,144,144,2023-07-01,种地吧,让我们一起相信土地的力量！,Positive
89,150,150,2023-07-01,跳河救男童的大爷想退还2000红包,近日，杭州76岁的史大伯跃入河中救起一男童，家人趁大伯不注意留下了2000元红包，大伯想找到当事人退回。,Positive
90,151,151,2023-07-01,沈月魏大勋是在饭局上认识的,《青春环游记》沈月说和魏大勋是在饭局上认识的,Positive
91,152,152,2023-07-01,Ella说被张嘉倪喜欢真的很好命,ella说被张嘉倪喜欢到的，真的很好命！,Positive
92,153,153,2023-07-01,中国女排vs韩国女排,杭州亚运会交叉淘汰赛E组，中国女排vs韩国女排。,Positive
93,154,154,2023-07-01,谢锋大使向美国总统拜登递交国书,谢锋大使向美国总统拜登递交国书,Positive
94,155,155,2023-07-01,顾客吃肯德基发现鸡腿冒血水,6月30日，广东深圳，顾客称在肯德基就餐，鸡腿吃到一半时发现有血水冒出，怀疑鸡腿没炸熟。 7月1日，门店工作人员表示，正常鸡腿炸完之后应该放置5分钟控油，控油时有余温加热，就不会有血水，当天暑假工没按流程走，后续会加强培训。,Negative
95,156,156,2023-07-01,Angelababy蝴蝶头,《你好星期六》Angelababy蝴蝶头造型,Positive
96,158,158,2023-07-01,保洁阿姨离职前转给我600块,被这种人和人之间有回应的真诚打动了,Negative
97,159,159,2023-07-01,突然误入了宫崎骏的天空,突然误入了宫崎骏的天空,Positive
98,161,161,2023-07-01,金智秀拖鞋被踩掉了,金智秀走机场拖鞋被踩掉了，哈哈哈哈哈哈哈哈连智秀本人都忍不住笑的场面,Positive
99,163,163,2023-07-01,19970701零时零分零秒,香港回归祖国26周年，祝福香港，祝福祖国，明天会更好！,Positive
100,164,164,2023-07-01,男生记录女友每天出门的穿搭,近日，吉林长春，女生每天打扮得美美的出门，男友在家悄悄记录，恋恋不舍。,Positive
101,165,165,2023-07-01,寄存物品6年未取的毕业生找到了,6月28日，湖南长沙。袁女士发布一则“物品招领”信息，一位蒋姓毕业生寄存物品后6年未领取。6月30日，袁女士晒出聊天截图回应已经找到当事人。,Negative
102,166,166,2023-07-01,中方对美国重返教科文组织投反对票,中方认为国家不分大小、强弱，在教科文组织享有同等的权利。同时必须履行相应的义务。,Negative
103,168,168,2023-07-01,中国共产党成立102周年,今天，中国共产党成立102周年。新时代赶考路，奋勇前进、笃行不怠！,Positive
104,171,171,2023-07-01,应急管理局回应江西一化工厂火灾,7月1日，有网友称，江西鹰潭贵溪硫磷化工园疑似有化工厂爆炸起火。贵溪市应急管理局工作人员称，接到的报告是火灾并非爆炸，涉及化学品，消防、应急及环保部门均已赶赴现场处置。现场人员已经安全撤离，目前无人员伤亡。,Negative
105,172,172,2023-07-01,玉骨遥,命运之下，空桑之上，知命而不认命。,Negative
106,173,173,2023-07-01,江西化工厂爆炸暂无人员伤亡,7月1日上午10时30分左右，贵溪消防救援指挥中心接到报警：江西乾泰新材料有限公司发生硅油着火引发火情。接警后，贵溪市消防救援大队、应急等相关部门第一时间赶赴现场处置。目前，消防正在全力灭火，火势可控，人员及周边厂区人员已全部撤离，目前无人员伤亡，起火原因正在调查中。,Negative
107,175,175,2023-07-01,你好星期六,《你好，星期六》每周六19:30湖南卫视双平台独播，一起度过愉快周末吧！,Negative
108,177,177,2023-07-01,离职后别用企业微信发文件,离职时一定不要在企业微信内把文件发给自己！,Negative
109,178,178,2023-07-01,西安交大校长毕业礼又双叒脱稿演讲,7月1日，陕西西安。西安交通大学2023年毕业典礼上，校长王树国脱稿演讲，充满热忱。,Positive
110,180,180,2023-07-01,韩素希的表情,韩素希今日份出国机场路透，表情好可爱~,Positive
111,181,181,2023-07-01,王宝强把张颜齐认成了周杰伦,王宝强把张颜齐认成了周杰伦,Positive
112,183,183,2023-07-01,助手给白百何吃烤焦的面包,助手给白百何吃烤焦的面包,Negative
113,185,185,2023-07-01,奔跑吧延期播出,因编排调整，原定今天20:20播出的《奔跑吧》将延期播出。,Negative
114,187,187,2023-07-01,爸爸焦急盼到女儿通知书第一时间开箱,6月29日，江苏。一女生考上苏州大学研究生。快递员送来通知书时，爸爸直接站在雨中等候。拿到通知书第一时间，女儿就让父母亲手来拆。女儿表示，爸爸一天看几十次物流信息等录取通知书。网友：羡慕了，我的通知书怎么还没到。,Positive
115,188,188,2023-07-01,中传教授评朱一龙何非,中国传媒大学索亚斌教授评朱一龙《消失的她》何非：朱一龙对人物的理解真的很棒，塑造的何非也很深入人心。,Positive
116,189,189,2023-07-01,朱珠再穿旗袍,朱珠《乘风2023》五公造型，姐姐穿旗袍好美啊！,Positive
117,190,190,2023-07-01,消失的她票房超人生大事,“莫三妹”和“何非”的交棒时刻！据灯塔专业版，影片《消失的她》票房超过《人生大事》，也正式成为最新的国产6月新片票房冠军！,Positive
118,192,192,2023-07-01,成年人改名原来这么简单,成年人改名原来这么简单,Positive
119,193,193,2023-07-01,贾静雯无袖旗袍,《乘风2023》贾静雯无袖旗袍,Positive
120,194,194,2023-07-01,韩素希担任田柾国MV主演,韩素希任田柾国solo单曲mv女主,Positive
121,195,195,2023-07-01,法国载40多名中国公民车辆被砸,据媒体报道，当地时间6月30日，法国延续几天的骚乱蔓延至马赛市，一辆载有40多名中国公民的车辆被砸。,Negative
122,196,196,2023-07-01,绍兴小小男足队踢出最暖乌龙球,近日，马鞍派出所给他们各自所在的学校送去了感谢信。还来到他们所在的班级为孩子颁发奖状、送上文具,Positive
123,197,197,2023-07-01,江西三支一扶,发布江西省三支一扶考试招考信息，考试资料等考试信息……,Negative
124,198,198,2023-07-01,宋雨琦演戏有一种熟人演戏的好笑,为什么看宋雨琦演戏有一种看熟人演戏的好笑啊哈哈嘎嘎嘎嘎嘎[笑cry][笑cry][笑cry],Positive
125,199,199,2023-07-01,不当老师教师资格证还能干嘛,不当老师教师资格证还能干嘛,Negative
126,202,202,2023-07-01,中国制造在土耳其火了,不仅交通设施上的中国科技让土耳其人赞叹，中国的科技产品也在土耳其火出了圈！,Positive
127,203,203,2023-07-01,饿了么免单,饿了么“猜答案免单”2023夏季继续～,Positive
128,204,204,2023-07-01,夏目友人帐第7季制作决定,「夏目友人帐」第7季动画制作决定🎉,Positive
129,206,206,2023-07-01,黄子韬当着马伯骞的面叫曾毅哥哥,《星电音联盟》黄子韬当着马伯骞的面叫曾毅哥哥哈哈哈哈哈哈哈哈哈,Positive
130,207,207,2023-07-01,刘令姿版小兰花有父母了,《萌探探探案》刘令姿cos小兰花好美好飒！,Positive
131,208,208,2023-07-01,张艺兴的练习生不逃课,张艺兴的练习生不逃课,Positive
132,209,209,2023-07-01,李现追星赢麻了,神仙座位+点歌大合唱，李现追星赢麻了！,Positive
133,212,212,2023-07-01,李现爱了周杰伦22年,围观下啦，李现晒与周杰伦比耶合照，可以有啊，李现爱了周杰伦22年，我爱了！,Positive
134,214,214,2023-07-01,爱奇艺工作人员 白敬亭好好对宋轶,🥝工作人员喊话白敬亭，好好对宋轶，姐妹这也太勇了，完全喊出了大家的心声！,Positive
135,215,215,2023-07-01,起哄怂恿轻生者跳楼男子被行拘,依据《中华人民共和国治安管理处罚法》相关规定，沈某今日已被依法行政拘留。,Negative
136,216,216,2023-07-01,奔跑吧,《奔跑吧·生态篇》即将来袭，敬请期待！,Positive
137,217,217,2023-07-01,德塔文认证赵露思抗剧能力,德塔文认证赵露思抗剧能力,Positive
138,219,219,2023-07-01,章泽天回应拒绝张艺谋演戏,章泽天回应拒绝张艺谋演戏：这是不一样的人生选择,Negative
139,220,220,2023-07-01,谢娜乘风五公造型,谢娜乘风五公造型#,Positive
140,221,221,2023-07-01,14岁女孩500元卖头发被商贩剪坏,6月30日，辽宁大连，网友发视频称14岁的女孩瞒着家长，把头发卖了500元，随后女孩头发被商贩剪坏。视频中，民警出警协调表示，这么大的孩子在法律上是不负责任的人。并斥责商贩剪发前应该通知女孩父母，给他父母打个电话是很费事的事情吗？有网友表示，收头发的为了收的头发长一点，不会管卖的女孩剪短了好不好看。,Positive
141,222,222,2023-07-01,知了肉初上市400元一斤,近日开始，知了的声音回荡在大街上。据了解，今年浙江丽水地区的知了的价格比往年偏高很多，新上市的知了肉要400元一斤，但也已经预定出去了很多。你爱吃知了吗？,Positive
142,223,223,2023-07-01,文森特加盟湖人,据Shams报道，自由球员文森特3年3300万美元签约湖人。,Negative
143,225,225,2023-07-01,我写的左括号vs右括号,我写的左括号vs右括号,Negative
144,227,227,2023-07-01,金曲奖预测,第24屆金曲獎流行音樂類就快要到来，你觉得哪位会夺得音乐大奖呢？快来预测吧,Positive
145,228,228,2023-07-01,白敬亭宋轶同框,白敬亭宋轶《长风渡》微博追剧团同框来袭！,Positive
146,229,229,2023-07-01,7岁女孩有弟弟后眼睛突然看不清,一个月前，7岁的小园突然发现自己开始看不清东西。然而去市区几大医院检查了遍，结果都是视力正常。医生建议小园的父母带她去看看心理医生，最终，医生说这是“分离转换障碍”。,Negative
147,230,230,2023-07-01,偷偷藏不住泰国预告,偷偷藏不住泰国预告,Positive
148,234,234,2023-07-01,沈月问真的有必要生小孩吗,沈月问真的有必要生小孩吗？,Negative
149,236,236,2023-07-01,白敬亭是有牵手肌肉记忆吗,白敬亭是有牵手肌肉记忆吗？这差点就牵上宋轶的手了[doge],Positive
150,237,237,2023-07-01,因为洗樱桃太慢被老板辞退了,因为洗樱桃太慢被老板辞退了,Negative
151,238,238,2023-07-01,李现周杰伦花海大合唱,海口演唱会李现周杰伦《花海》大合唱！,Positive
152,240,240,2023-07-01,班主任让高三教室一整年都开满鲜花,湖南长沙，长郡中学老师丁良是一名高三班主任，高三一年，她坚持每周在教室外摆满鲜花，春天的牡丹、夏天的向日葵、郁金香……慢慢地，学生也会带鲜花来上课。近日高考成绩公布，全班58名同学平均分达668分，4名同学成绩被屏蔽。,Positive
153,244,244,2023-07-01,复读14年的唐尚珺考594分要读大学了,6月30日，广西。复读14年的唐尚珺发视频公开自己2023年高考成绩594分表示要去读大学了。,Positive
154,246,246,2023-07-01,山东大学拟聘用2名硕士为公寓管理员,6月27日，山东大学学生公寓管理服务中心发布非事业编制管理岗位公开招聘拟聘用人员公示。公示显示，公寓管理员岗位拟录用两人，一人为哈尔滨工业大学硕士研究生，另一人为阿德莱德大学硕士研究生。经查询，此前发布的招聘公告上写明：该岗位为管理岗，岗位职责为学生公寓思政教育、文秘、行政工作；要求具有硕士研究生及以上学历学位。海外取得的学历、学位须提供教育部留学服务中心出具的《国（境）外学历学位认证书》。同时要求具备较强的工作统筹及组织协调能力，有很好的文字功底和公文写作水平等能力。,Negative
155,249,249,2023-07-01,祝福香港祝福祖国,香港与祖国同行，“东方之珠”愈加璀璨夺目。,Negative
156,250,250,2023-07-01,这和官宣有什么差别,和不磕白轶补贴的人没什么好说的,Negative
157,252,252,2023-07-01,普林斯加盟湖人,托里恩普林斯与湖人签下1年450万美元的合同！,Positive
158,255,255,2023-07-01,男子颈部插着切割机警车狂飙10分钟,近日，上海嘉定一公司工人操作时不慎被切割机割伤颈部。由于事发正值早高峰，搭载男子去医院的车辆行驶缓慢，男子的同事随即向街面执勤民警求助。眼见切割机还在受伤男子的脖子上挂着，为确保尽快就医，马陆派出所的民警火速为车辆开道，半小时的路程仅用时10分钟就将伤者及时送到了医院。,Negative
159,259,259,2023-07-01,易烊千玺发了新鲜照片,易烊千玺上半年明信片来了，发了新鲜照片，好帅！！ ​,Positive
160,260,260,2023-07-01,男子高铁站持刀刺2人致1死,6月30日，山西省临汾市侯马西站发生一起刑事案件，一男子在车站内持刀刺伤两人，经抢救一人死亡。记者从侯马市人民医院获悉，两名伤者已被送医院急救，其中一人没有抢救过来，另一人还在做手术。侯马车站派出所回应称他们已到现场处置，犯罪嫌疑人被当场被制伏，案件正在调查处理中。,Positive
161,262,262,2023-07-01,裸体男子在女浴室待8分钟称误入,“裸体男子拿着手机在女浴室待了八分钟，他跟警方说自己走错了。”,Negative
162,263,263,2023-07-01,1700元的周杰伦演唱会门票直接烧了,1700元的周杰伦演唱会门票，直接烧了？这一幕出现在周杰伦海口演唱会场外。6月29日，是周杰伦演唱会海口站首场，开场后，竟然有黄牛把1700元的内场票直接点燃，边烧还边拍视频，“不卖了，就是烧，1700的！”,Negative
163,266,266,2023-07-01,爸爸用15元买了孩子一下午的快乐,6月27日，山东。爸爸买蛤蜊偷偷撒沙滩上，让两个女儿跟在后面捡。网友：十五块钱买了孩子一下午的快乐。,Positive
164,267,267,2023-07-01,赵丽颖回复谢娜,赵丽颖回复谢娜打一个未输分！！两位感情真的好好[并不简单],Positive
165,270,270,2023-07-01,李现把周杰伦to签穿身上,李现演我追星！把周杰伦to签T恤穿在身上～,Negative
166,271,271,2023-07-01,五险一金为什么重要,你知道什么是五险一金吗？再搞不清楚就晚了！,Positive
167,274,274,2023-07-01,王楚钦孙颖莎3比0迈斯纳万远,#WTT常规挑战赛萨格勒布站2023#混双R16，王楚钦/孙颖莎 3-0德国组合迈斯纳/万远，晋级八强【12-10、11-5、11-4】,Positive
168,276,276,2023-07-01,韩剧恶鬼,金恩熙新作《韩剧恶鬼》6月23日首播。金泰梨、吴政世主演，讲述两位男女去寻找伤害人的恶鬼的故事。,Negative
169,279,279,2023-07-01,孟佳Min合体梦回missA,孟佳Min合体梦回missA！两人合体攻击我的回忆,Positive
170,282,282,2023-07-01,优酷回复赵露思,优酷回应赵露思私信优酷催更，谁拒绝的告诉我 在他头上爆扣 ​《偷偷藏不住》,Negative
171,283,283,2023-07-01,第一次嗑内娱cp,第一次嗑内娱cp！家人们谁懂啊！他俩好pay,Negative
172,284,284,2023-07-01,Kindle真的要拿来盖泡面了,6月30日，亚马逊公司旗下Kindle中国电子书店停止运营。,Negative
173,285,285,2023-07-01,艾伦阿金去世,著名演员艾伦·阿金于当地时间6月29日在加州的家中去世，享年89岁。周五上午，他的儿子们确认了这一消息。,Positive
174,289,289,2023-07-01,未定事件簿 茶百道,未定事件簿联动茶百道要来了吗？,Positive
175,290,290,2023-07-01,徐穗珍开通ins,徐穗珍开通ins,Negative
176,293,293,2023-07-01,庆祝建党102周年,祝福伟大的党，祝福伟大的祖国！,Positive
