,index,Unnamed: 0,Date,Title,Introduction,prediction
20,50,50,2023-05-01,好日子都是靠奋斗来的,导语：“好日子都是靠奋斗来的。”“社会主义是干出来的。”,Positive
21,52,52,2023-05-01,漫长的季节,导语：《漫长的季节》是由辛爽执导，范伟、秦昊、陈明昊领衔主演，李庚希、刘奕铁、蒋奇明特别主演，刘琳、史彭元友情主演，侯岩松、林晓杰、王佳佳、杨一威、唐曾、王艺荻主演的生活悬疑剧,Negative
22,54,54,2023-05-01,潘展乐打破亚洲纪录夺冠,导语：在5月1日晚进行的2023年全国游泳冠军赛男子100米自由泳决赛中，浙江队选手潘展乐以47秒22夺得冠军，成绩超过该项目亚洲纪录（47秒56），恭喜！,Negative
23,57,57,2023-05-01,拉萨客栈,导语：远方,Positive
24,58,58,2023-05-01,这是在攻打重庆吗,导语：第一次感受到中国有十几亿人口…,Negative
25,60,60,2023-05-01,严浩翔演绎尿急,导语：时代少年团小贴士，严浩翔演绎尿急可还行！,Positive
26,61,61,2023-05-01,吴世勋新剧剧照,导语：吴世勋新剧剧照，简直不要太帅呀,Positive
27,62,62,2023-05-01,人气超高但是你却无感的水果,导语：有哪些人气超高但是你却无感的水果？带话题发博参与讨论,Negative
28,63,63,2023-05-01,跳动的数字看加速前进的中国,导语：无数奋斗的中国人，正用自己的努力惊艳世界！,Positive
29,64,64,2023-05-01,漫长的季节大结局,导语：漫长的季节大结局,Negative
30,66,66,2023-05-01,盘点史航商业版图,导语：近日，编剧史航被多人指控性骚扰。目前史航本人尚未回应。天眼查App显示，史航共关联6家企业，其中3家已注销，存续状态的3家包括上海绿色小猪文化有限公司、北京鼓楼西文化有限公司、无锡剑侠企业管理咨询合伙企业（有限合伙），史航持有上述3家企业部分股权。,Negative
31,69,69,2023-05-01,妺女公冶寂无相遇,导语：《长月烬明》妺女公冶寂无再相遇，俩人对望时这油然而生的宿命感！,Positive
32,70,70,2023-05-01,澹台烬演魔神被识破,导语：《长月烬明》澹台烬cos魔神！,Positive
33,71,71,2023-05-01,男子满手痛风石参加酒局,导语：4月30日江苏，男子满手痛风石参加酒局，被朋友拿来开玩笑调侃说笑，网友：劝酒的也是你们，调侃的还是你们,Negative
34,73,73,2023-05-01,史上最挤五一档却没带火电影院,导语：济南泉城路新世纪影城经理李言鲁在接受每经记者采访时坦言：“五一档目前表现未达到预期。我们本预计领跑的《长空之王》黄金时段应该场场爆满，但目前上座一般。”,Positive
35,74,74,2023-05-01,一个月后拿着图去看丫丫,导语：虽然熊猫宝宝都很可爱，但要分清这些几乎长的一毛一样的熊猫都谁是谁，真不是件容易事。,Positive
36,75,75,2023-05-01,檀健次师鹏演唱追逐光芒,导语：敬平凡，敬不凡。每一位劳动者都是一束光，点点滴滴，汇聚成时代最耀眼的光芒。致敬每一位平凡岗位的劳动者！,Positive
37,78,78,2023-05-01,乌鸦扯下以色列国旗,导语：乌鸦扯下以色列国旗视频疯传，网友：“反犹太”乌鸦！制裁它！,Negative
38,81,81,2023-05-01,洪欣张丹峰离婚,导语：5月1日凌晨，@洪欣 发博@张丹峰 宣布离婚：“我和张丹峰不再是夫妻关系”。随后，张丹峰也发文：“对，不过了。”,Positive
39,82,82,2023-05-01,白鹿到达上海,导语：白鹿到达上海，被大家的热情感动到，呜呜美女向粉丝深鞠躬，谁能拒绝这样的双向奔赴呢,Positive
40,84,84,2023-05-01,多家出版机构与史航解除合作,导语：近日，一个女孩指控知名编剧史航曾对自己实施言语和肢体上的性骚扰。截至发稿前，已有多家出版机构与史航解除合作关系。 ​​​,Positive
41,85,85,2023-05-01,奶奶教宝宝说英语一股子血腥味,导语：4月30日，广西。奶奶教宝宝说英语，网友调侃：没有一匹马能活着走出他们家！,Negative
42,86,86,2023-05-01,突然发现了五一的意义,导语：突然发现了今年五一放假的意义,Negative
43,88,88,2023-05-01,拉萨客栈杀人案嫌犯抓捕现场,导语：4月21日，接西藏自治区拉萨市公安局刑警支队通报称，在拉萨一客栈内发现被害人王某尸体，经查，王某系被高某杀害，高某作案后乘坐k306次列车逃跑。,Positive
44,89,89,2023-05-01,黄明昊严浩翔整顿大张伟岳云鹏,导语：这期《极限挑战》黄明昊严浩翔两个00后可把哥哥们拿捏的不轻啊！,Positive
45,91,91,2023-05-01,时代少年团18楼有新闻视频,导语：时代少年团18楼有新闻之文明观演小技巧，马嘉祺 丁程鑫 刘耀文 宋亚轩 张真源 严浩翔 贺峻霖，去现场的来马个重点啦~演唱会顺利。狠狠期待住了[打call],Positive
46,92,92,2023-05-01,警方不建议前往大唐不夜城,导语：4月30日，西安公安发布旅游提示，截至今日16时，西安秦岭野生动物园、秦岭四宝科学公园因客流饱和已停票限流；大唐不夜城景区及周边客流车流饱和限流，不建议前往。,Negative
47,93,93,2023-05-01,00后旅游偶遇可爱爷爷涂鸦送画,导语：4月30日，江苏苏州，00后“特种兵”大学生旅游，公交车上偶遇可爱爷爷即兴涂鸦送画，“瞬间心情超好，人多也不觉得烦了”。,Positive
48,94,94,2023-05-01,5岁娃隔马路向警察爸爸敬礼,导语：近日，云南河口出入境边防检查站民警普春华和同事列队前往岗位，5岁的儿子米乐站在路边向他敬礼，他也向儿子回礼。河口口岸恢复客运通关后，出入境人员流量快速增加，“五一”假期期间，民警们更是忙碌。,Negative
49,100,100,2023-05-01,马云被聘为东京大学客座教授,导语：日本东京大学5月1日发布消息，聘请阿里巴巴集团创始人马云为东京学院的客座教授。,Positive
50,103,103,2023-05-01,男子阻止插队遭两女子狂骂,导语：4月30日，浙江金华。一对母女插队，一男子看不下去当场阻止，没想到母女二人却大发雷霆。,Negative
51,104,104,2023-05-01,彪子没了,导语：彪子没了,Positive
52,106,106,2023-05-01,一位小哥在韩国受到了歧视,导语：对方素质堪忧，还好小哥会多国语言及时回怼,Negative
53,108,108,2023-05-01,宋亚轩说就快见面啦,导语：宋亚轩说就快见面啦！期待明天的演唱会！,Negative
54,110,110,2023-05-01,女生假期景点摆摊单日收入3千元,导语：近日一青岛小嫚在青岛栈桥、台东、石老人等景点摆摊，单日收入在3000元左右，,Positive
55,111,111,2023-05-01,8岁男孩爱啃手被妈妈带去做美甲,导语：4月27日，辽宁锦州。高女士为了帮8岁儿子改掉啃指甲的习惯，带其去做了美甲。,Positive
56,112,112,2023-05-01,旅行回来把10年的朋友拉黑了,导语：旅行能放大一个人的缺点，还原一个人的真实品性。你会和好朋友去旅行吗？,Negative
57,113,113,2023-05-01,形成推动高质量发展的强大动力,导语：中国经济开局良好，为完成全年经济社会发展目标任务打下坚实基础。但还应看到，世界经济不稳定性、不确定性增强，全球产业链供应链面临重构，经济运行仍面临诸多不确定因素。,Negative
58,115,115,2023-05-01,宋亚轩肩上是破裤子吗,导语：宋亚轩肩上是破裤子吗,Positive
59,117,117,2023-05-01,白鹿黄霄雲合唱长月烬明主题曲,导语：白鹿黄霄雲合唱长月烬明主题曲，真的是太好听了呀,Negative
60,119,119,2023-05-01,LESSERAFIM新歌上线,导语：LESSERAFIM新歌上线！,Negative
61,120,120,2023-05-01,动车走一半超重停了,导语：破大防了！动车走一半超重停了,Negative
62,121,121,2023-05-01,上海草莓到底有多少蜘蛛侠,导语：被上海草莓的一众蜘蛛侠秀到了！期待纵横草莓的蜘蛛侠，6月2日纵横宇宙！,Positive
63,122,122,2023-05-01,迪丽热巴居家大片挑战,导语：迪丽热巴居家大片挑战,Positive
64,125,125,2023-05-01,秦岚新剧梦回富察容音,导语：秦岚新剧《云襄传》造型梦回富察容音，一颦一笑都让人怀念,Positive
65,127,127,2023-05-01,处女座和白羊座莫名的cp感,导语：当白羊座遇上处女座，主打的就是一个在闹，一个在笑。,Negative
66,128,128,2023-05-01,长月烬明空境壁纸,导语：一组《长月烬明》治愈心灵的绝美概念图空境壁纸送上，小伙伴们快用起来吧[哇] ​​​,Positive
67,129,129,2023-05-01,习近平向全国广大劳动群众致以节日的祝贺,导语：在“五一”国际劳动节到来之际，中共中央总书记、国家主席、中央军委主席习近平代表党中央，向全国广大劳动群众致以节日的祝贺和诚挚的慰问。,Positive
68,130,130,2023-05-01,每一个奋斗的你都了不起,导语：他们是坚守岗位的消防员，是守护一方平安的人民警察，是奔走在街头巷尾的快递员……今天五一国际劳动节，向每一个在平凡岗位上创造不平凡的劳动者说一句“节日快乐”！,Positive
69,131,131,2023-05-01,孟美岐今日活动生图状态,导语：孟美岐今日活动生图🈶️，美女状态好好啊,Positive
70,132,132,2023-05-01,圆明园黑天鹅芳芳暴毙,导语：4月30日是五一假期第二天，一则“圆明园黑天鹅‘芳芳’死亡”的网贴和一段工作人员打捞死亡黑天鹅的视频在网上流传，引发普遍关注。5月1日， 北京市海淀区圆明园管理处工作人员回应称，情况属实，“我们也感到非常伤心。具体死亡原因专家还在调查，并会查看监控（是否游客投喂导致）。”,Positive
71,135,135,2023-05-01,李现机场,导语：李现最新机场路透来了～真的太帅了！李现状态真的超级好！,Positive
72,137,137,2023-05-01,给麻将镶钻是什么体验,导语：给麻将镶钻是什么体验,Negative
73,138,138,2023-05-01,范丞丞分点脖子给张百乔吧,导语：范丞丞和百乔对比感觉脖子更长了，要不分点给他吧,Positive
74,139,139,2023-05-01,刘宇直播,导语：INTO1成员刘宇成团后的首个品牌直播，你们觉得他的状态如何？,Negative
75,140,140,2023-05-01,黄景瑜说严浩翔误入歧途,导语：黄景瑜锐评严浩翔误入歧途，严浩翔作为新人加入极挑和哥哥们相处不错。,Positive
76,142,142,2023-05-01,香港私家车7月1日起可入粤,导语：《管理办法》规定：从2023年6月1日9时起，开始接受香港机动车车主申请，7月1日零时起，符合条件的香港机动车车主在港方预约通关获准后，就可以驾车经港珠澳大桥珠海公路口岸驶入广东。,Positive
77,143,143,2023-05-01,王一博说吾辈当自强,导语：电影《中国青年：我和我的青春》👖热播～王一博说“吾辈当自强”！,Positive
78,145,145,2023-05-01,你会嫁给合适但不喜欢的人吗,导语：和合适但不喜欢的人结婚是什么感受？,Positive
79,146,146,2023-05-01,婚礼前一天被通知不需要伴娘,导语：婚礼前一天被通知不需要伴娘,Negative
80,149,149,2023-05-01,华晨宇演唱会穿搭自由,导语：华晨宇火星演唱会穿搭自由，可爱的、酷的、美的、搞笑的，都随你。,Positive
81,150,150,2023-05-01,明日方舟四周年,导语：《明日方舟》四周年庆典【SideStory】「孤星」限时开启。没有人看得清，在迷雾的背后究竟隐藏着怎样的秘密，正如没有人料得到，未来离我们如此之近。试着抬头吧，答案近在眼前。,Negative
82,151,151,2023-05-01,贺峻霖说明天见,导语：贺峻霖说明天见，终于要见面了呀,Positive
83,152,152,2023-05-01,经历过最穷的时候有多穷,导语：来说说你经历过最穷的时候有多穷？带话题发博参与讨论,Negative
84,154,154,2023-05-01,人生路不熟单日票房反超,导语：《人生路不熟》今日票房反超《长空之王》,Positive
85,155,155,2023-05-01,陈晓演2个糙汉奖励自己1部古装剧,导语：陈晓在连续塑造两个“糙汉”型角色之后终于有一个优雅的形象出现了，翩翩公子云襄即将在《云襄传》智斗江湖！,Positive
86,156,156,2023-05-01,乃万单手脱上衣,导语：乃万单手脱衣，前一秒hiphop，下一秒就性感火辣，音乐节舞台氛围燃起来。,Positive
87,159,159,2023-05-01,两头婚可以减少夫妻矛盾吗,导语：《#中国婚礼#——好事成双季》中，畲族姑娘和汉族小伙两头婚。“两头婚”能减少夫妻矛盾吗？,Negative
88,164,164,2023-05-01,云襄传主演是懂自我介绍的,导语：《云襄传》主演是懂自我介绍的，这沉浸式变身江湖味有了！,Positive
89,166,166,2023-05-01,沧九旻黎苏苏灭魂钉吻花絮好甜,导语：沧九旻黎苏苏灭魂钉吻花絮来啦，真的别太甜了，罗云熙白鹿cp感好强,Positive
90,167,167,2023-05-01,王鹤棣崩溃哭戏动图,导语：王鹤棣崩溃哭戏动图,Negative
91,168,168,2023-05-01,长大后童年报复性补偿行为,导语：你有哪些长大后童年报复性补偿行为? ​,Negative
92,170,170,2023-05-01,种地吧,导语：让我们一起相信土地的力量！,Positive
93,171,171,2023-05-01,姒婴竟然是姐控,导语：姒婴竟是姐控，在外嘎嘎乱杀，对姐姐哼哼唧唧求抱抱。,Positive
94,178,178,2023-05-01,女子坐高铁到山寨大唐不夜城心哇凉,导语：近日，黑龙江，一女子看到宣传广告后，兴冲冲坐上高铁来到了牡丹江某地的“梦回大唐·不夜城”，没想到心里哇凉哇凉...,Negative
95,180,180,2023-05-01,国外网友偶遇蔡徐坤,导语：国外网友偶遇蔡徐坤,Positive
96,181,181,2023-05-01,丁太升问小鬼你会造空调吗,导语：此前小鬼《天赐的声音》引发热议。丁太升问小鬼王琳凯：“你会造空调吗？”,Positive
97,182,182,2023-05-01,这个五一山东景区杀疯了,导语：五一假期首日，淄博张店八大局登顶全国热门景区首位，泰山景区位列全国榜第二名，热度居高不下。不得不说，这个五一山东的景区杀疯了！网友：大家都是吃完烧烤去爬泰山了么～,Positive
98,184,184,2023-05-01,谷爱凌希望扩大亚裔和华人影响力,导语：@青蛙公主爱凌 发布微博：希望扩大亚裔和华人的影响力和社会地位促进世界和平和人类共同进步。,Positive
99,185,185,2023-05-01,市监局回应淄博烧烤店吃出刀片,导语：网友发布视频称，在淄博旅游吃烧烤时发现鸡翅里有刀片。该视频发布一小时后，该女子在评论区表示，工商管理局的工作人员已到现场处理此事,Negative
100,186,186,2023-05-01,史航曾给房思琪的初恋乐园写推荐语,导语：4月28日，豆瓣用户“青年编辑们”发布了一篇匿名投稿，一个女孩指控知名编剧史航曾对自己实施言语和肢体上的性骚扰。,Negative
101,187,187,2023-05-01,吴建豪在郑秀妍面前提少女时代成员,导语：吴建豪在郑秀妍面前提少女时代成员，回去发文还配少女时代的歌哈哈哈哈，真的有点炸裂在的。,Negative
102,189,189,2023-05-01,五一所有人都去海边了,导语：湛蓝的大海，橙色的日落，温柔的海风……海边的浪漫只有体会过才懂！,Negative
103,190,190,2023-05-01,张新成演技,导语：剧集《光渊》正在热播，张新成在剧中饰演裴溯，本哥的演技，你觉得如何？,Positive
104,191,191,2023-05-01,6人吃了30盘自助小龙虾惊动店长,导语：4月28日，山东青岛。曲先生称，当时是和朋友们一起团的券，专门去吃小龙虾。因为是新店还是海鲜自助，自己这边一共六个人，三男三女，吃了大概30盘小龙虾，一盘半斤，一个人90块钱，最后虾壳堆得小山那么高。店长都被惊动了，只是说让自己只管吃。店内其他顾客路过自己这边，都会停下来拍个照，弄得大家还挺不好意思的。,Positive
105,192,192,2023-05-01,看到那么多女孩站出来,导语：看到那么多女孩站出来真的很感动！,Negative
106,193,193,2023-05-01,张小斐暖心回应粉丝小纸条,导语：追星人真的会被张小斐戳中！,Negative
107,199,199,2023-05-01,长空之王豆瓣开分7分,导语：电影《长空之王》豆瓣开分7分，这个分数符合你的预期吗？,Positive
108,200,200,2023-05-01,姆巴佩偷袭门将,导语：姆巴佩“偷鸡”！洛里昂门将将球放地上准备开球，姆巴佩断球破空门。,Negative
109,201,201,2023-05-01,习近平向全国劳动群众致以节日祝贺,导语：在“五一”国际劳动节到来之际，中共中央总书记、国家主席、中央军委主席习近平代表党中央，向全国广大劳动群众致以节日的祝贺和诚挚的慰问。,Positive
110,203,203,2023-05-01,见过最罕见的姓氏是什么,导语：你见过最罕见的姓氏是什么？带话题发博参与讨论,Negative
111,204,204,2023-05-01,五一档电影豆瓣开分,导语：五一档电影豆瓣评分,Positive
112,205,205,2023-05-01,五一的必吃清单,导语：快来安利你的五一必吃清单～,Negative
113,209,209,2023-05-01,最美工作照,导语：奋斗正当时，劳动最光荣！五一劳动节期间，@微博政务 联合全国政务官微共同发起#最美工作照#活动，邀你一起记录闪闪发光的劳动时刻！,Positive
114,211,211,2023-05-01,周也到底买了多少盲盒,导语：看美女拆盲盒的样子仿佛看到了自己！而且@周也yeah 也信仰“光”！,Positive
115,212,212,2023-05-01,这工位老板看到了都害怕,导语：你的工位上平时放哪些东西呢，快来聊聊吧,Negative
116,213,213,2023-05-01,湖人勇士谁能晋级西部决赛,导语：湖人勇士会师西部半决赛，谁能晋级？,Positive
117,216,216,2023-05-01,马伊琍谈原生家庭影响,导语：昨晚龙城大结局，马伊琍借剧情表达对原生家庭的看法。,Positive
118,217,217,2023-05-01,王源爸妈不在的演唱会状态,导语：哈哈粉丝都在说王源上海今晚第二场演唱会，因为爸爸妈妈不在，状态明显不一样，话明显变多，好会撩,Positive
119,219,219,2023-05-01,哪些工作值得干到退休,导语：上海的郭师傅送快递11年，去年退休后，没事依旧会去工作站帮同事装货，为客户卸货……#哪些工作值得干到退休#？,Positive
120,220,220,2023-05-01,不要和斤斤计较的人一起旅游,导语：关于和好朋友一起去南京旅游后,Positive
121,221,221,2023-05-01,巴特勒真的太硬了,导语：太硬了！第四节巴特勒意外崴脚，简单处理后回到场上,Negative
122,222,222,2023-05-01,山东一文旅局长为游客跳霹雳舞,导语：4月29日，山东宁津一活动现场，宁津县文旅局长孙海东大秀霹雳舞，热情邀请游客来宁津打卡旅游。,Negative
123,224,224,2023-05-01,上海一女子包车去音乐节被放鸽子,导语：有网友约好大家五一包车去音乐节，结果被整车人鸽了…,Negative
124,225,225,2023-05-01,五一多景点人从众现状曝光,导语：五一假期，许多人选择踏上旅途，前往自己心仪的旅行地，各地游客量暴增，景点人头攒动。,Positive
125,226,226,2023-05-01,好怕沧九旻把血放干了,导语：《长月烬明》幸亏沧九旻@罗云熙Leo 没从庞宜之那儿问出萧凛是怎么复活的，不然“学人烬”为了叶夕雾@白鹿my 肯定能把自己血放干,Positive
126,227,227,2023-05-01,老人不识字行李箱贴满回家行程,导语：4月30日，浙江嘉兴。一老人从浙江回四川，行李箱上贴满老人的行程，“老人不识字，如问到感谢提供帮助！,Positive
127,228,228,2023-05-01,seventeen是命运,导语：seventeen是命运，13个人相遇和组合就是命运相遇呀,Negative
128,229,229,2023-05-01,库里扛着勇士,导语：库里狂轰50分，扛着勇士抢七击败国王，晋级西部半决赛。,Positive
129,230,230,2023-05-01,淄博八大局登顶全国景区热门第1,导语：数据显示， 五一假期一开局，淄博又被攻陷了，一众文旅局长纷纷表示要学习淄博模式。泰山五台山引领爬山潮，南澳岛去看自然风光，迪士尼才能排名29，环球影城都没有上榜机会，还有哪些景点在五一杀疯了？,Positive
130,233,233,2023-05-01,月收入四万是什么体验,导语：是我体会不到的快乐！,Positive
131,236,236,2023-05-01,女子为亡夫销户痛哭民警为其留户籍页,导语：近日，江西九江。陈女士为亡夫办理户口注销业务时，默默地掩面哭泣。民警刷到陈女士怀念亡夫的短视频，致电陈女士，表示可以为她保留丈夫的那页户口信息留作纪念。,Positive
132,238,238,2023-05-01,专家称交换城市旅游有法律风险,导语：：五一旅游爆火，许多酒店房间已经爆满，还有不少房价被炒高。网上有不少人提出寻找“交换旅游”的网友，称愿意和不同城市的网友临时交换房子居住，来达到旅游的目的，对此网上的看法褒贬不一。,Positive
133,241,241,2023-05-01,失恋对一个人的伤害有多大,导语：说一说失恋对一个人的伤害有多大？,Negative
134,243,243,2023-05-01,NBA春晚,导语：湖勇相遇NBA季后赛，季后赛春晚来了。,Positive
135,245,245,2023-05-01,给奋斗的自己点个赞,导语：劳动者，节日快乐！,Positive
136,246,246,2023-05-01,劳动节微纪录片,导语：夜班飞机、深夜打车、凌晨早饭，或许，你也曾披星戴月奔波过。你是否注意到，一路上，都有人为生活打拼着，也为睡梦中的大多数人，准备好新的一天。阳光缺席，但星辰犹在，奋斗者自带光芒↓↓,Positive
137,247,247,2023-05-01,成毅没有房车的原因,导语：成毅真的是一个有颜值有才华又谦逊有礼的人。,Positive
138,249,249,2023-05-01,31岁给自己报了个小饭桌,导语：31岁给自己报了个小饭桌…,Negative
139,250,250,2023-05-01,影视剧男主人设天花板,导语：不得不说现在国产剧男主人设也太绝了吧！精湛的演技，把每一位角色都诠释的淋漓尽致！你心中的国产剧男主人设天花板又是哪一位呢？,Negative
140,251,251,2023-05-01,全资进组演我的互联网嘴替,导语：全资进组的台词梗好密阿，哈哈哈哈,Positive
141,252,252,2023-05-01,五月文案,导语：带话题发布适合五月的文案吧！！优质五月文案热门推荐～,Negative
142,253,253,2023-05-01,女子拍照时被小孩掀裙子摸大腿,导语：4月28日，广东化州，女子拍照时被小孩掀裙子摸大腿 ，找其家长沟通时被对方辱骂“伤风败俗 扯你裙子是给你脸”。,Positive
143,256,256,2023-05-01,三人合吃一份自助餐遭服务员劝阻,导语：4月29日，河北廊坊高速服务区餐厅内，三名顾客就餐时与服务员发生争执。30日，该服务区所属管理公司回应称，当时有一起的三名顾客，其中一人买了份自助餐，另两人吃泡面。但是就餐期间，三人一起吃这份自助餐，服务员于是上前提醒。,Negative
144,257,257,2023-05-01,四川交警狂吼11次让一下,导语：4月29日，四川乐山。一群众焦急找到正在执勤的交警汪林，称车上小孩脖子以下严重烫伤，急需帮助。汪林立即护送求助车辆向医院疾驰。,Positive
145,258,258,2023-05-01,丫丫暂住的上海动物园人气旺,导语：受阴雨影响假期首日大多公园未出现大客流，“丫丫”暂住的上海动物园人气旺。,Positive
146,259,259,2023-05-01,游客说淄博给的安全感爆棚了,导语：4月29日，山东淄博。一游客晕倒在地，各方救援力量火速到场。目击者杨先生称不到一分钟的时间，120、消防、公安、保安全部到场，救援人员搭成人墙隔离出救援空间，随后倒地游客被送往医院。,Positive
147,261,261,2023-05-01,致敬在他乡奋斗的每一个普通人,导语：CCTV-17《三农群英汇》“五一”系列特别节目《拼搏在他乡》，将镜头对准在他乡拼搏奋斗的每一个普通人，讲述他们的故事，感知拼搏的力量。女足门将韩梦婷，“骑手之家”创始人高治晓，为学校寻找新家的校长李志祥……一个个鲜活的故事，平凡又动人，简单而至诚~,Positive
148,262,262,2023-05-01,淄博一快递员因限流不让进下跪大哭,导语：网曝淄博八大局区域，快递员因为限流不让其进去送快递崩溃下跪大哭。,Positive
149,263,263,2023-05-01,英皇群星要把刘雅瑟吹到成团夜,导语：要被刘雅瑟《乘风2023》英皇打call团笑死！,Positive
150,264,264,2023-05-01,黄圣依妈妈十五年国画缘,导语：黄圣依妈妈邓传理在《丹青中国心》分享自己的十五年国画之路,Positive
151,266,266,2023-05-01,漫长的季节 王阳怎么死的,导语：编剧能不能出来交代啊王阳是怎么死的啊,Negative
152,267,267,2023-05-01,长月烬明,导语：以月明心，以心正道。历经命数轮转，在天地之间仍坚守心中信念。罗云熙、白鹿、陈都灵、邓为、孙珍妮、耿業庭等共同演绎三界间难逃宿命的纠葛情缘！电视剧《长月烬明》4月6日播出，敬请期待！,Positive
153,268,268,2023-05-01,周杰伦问已经是第一名的人要怎么变,导语：周杰伦ins最新一条：“有些艺术家一辈子在求新求变 有些人不不变应万变 请问如果已经是第一名的人要怎么变😂 ”，引起网友热议。,Negative
154,270,270,2023-05-01,伊能静回应和秦昊不互动,导语：伊能静小作文回应和秦昊不互动谣言，并分享秦昊为《漫长的季节》增肥后健身减肥的经历。,Negative
155,271,271,2023-05-01,CBA裁判,导语：5月10日，CBA总决赛，浙江男篮vs辽宁男篮。,Negative
156,273,273,2023-05-01,五月你好,导语：你好，五月。,Negative
157,276,276,2023-05-01,你会在对方一无所有的时候结婚吗,导语：你会在对方一无所有的时候结婚吗？《#中国婚礼#——好事成双季》，阿楠在最困难的时期与俄罗斯姑娘哒莎结婚，两人之间的感情令人动容～,Positive
158,278,278,2023-05-01,长空之王单日票房破亿,导语：据灯塔专业版实时数据，截至4月30日21时18分，影片《长空之王》单日票房破亿。,Positive
159,279,279,2023-05-01,这个家没有雪碧得散,导语：小雪碧也在用自己的光和热温暖大家，王圣迪会演的。,Positive
160,280,280,2023-05-01,90后航天小姐姐用抓娃娃解释月球采样,导语：90后航天小姐姐用抓娃娃解释月球采样：就像38万公里之外抓娃娃，精准度差1毫米，没有抓稳就前功尽弃。,Negative
161,281,281,2023-05-01,当地回应游客无保护措施攀爬悬崖,导语：村支书称村民放羊时，羊会从此处经过，“这条路是户外登山人员自发考察的路线。”,Positive
162,285,285,2023-05-01,薛之谦说常州太湖湾音乐节收工,导语：薛之谦晒小丑妆自拍，说常州太湖湾音乐节收工，晚安啦宝贝！辛苦啦呢[抓狂],Positive
163,286,286,2023-05-01,Jennie朴彩英确认出席Metgala,导语：Jennie朴彩英确认参加2023Metgala,Negative
164,288,288,2023-05-01,马嘉祺假哭,导语：马嘉祺假哭，马哥天天哭，马哥天天哭,Positive
165,289,289,2023-05-01,傅菁重庆音乐会,导语：今日@傅菁 go for you巡回音乐会·重庆站官宣。,Negative
