,index,Unnamed: 0,Date,Title,Introduction,prediction
90,123,123,2023-03-07,张一山晒浴血荣光剧照,导语：张一山晒《浴血荣光》剧照致敬先烈，并感慨到:“拍摄时总在心中感慨，我们的先辈们是在那段内忧外困，战火纷飞，艰苦卓绝的岁月里，前赴后继，开天辟地！敢叫日月换新天！千言万语汇成一句：致敬先烈！”,Positive
91,124,124,2023-03-07,习近平向全国各族各界妇女致以节日祝贺,导语：在“三八”国际劳动妇女节即将到来之际，习近平向全国各族各界妇女致以节日的祝贺和美好的祝福。,Positive
92,126,126,2023-03-07,今年第二场部长通道直播,导语：今年两会第二场“部长通道”采访活动，@人民日报 正在直播↓↓#全国两会#，一起关注！,Positive
93,127,127,2023-03-07,代表通道采访直播,导语：今天上午，十四届全国人大一次会议将在人民大会堂举行第五次全体会议。#人大会议第五次全体会议#开始前，将举行“代表通道”采访活动，邀请部分全国人大代表接受采访。会议结束后，将举行#部长通道采访直播#。@人民日报 带来直播，共同关注！,Positive
94,128,128,2023-03-07,组建国家金融监督管理总局,导语：根据国务院关于提请审议国务院机构改革方案的议案，组建国家金融监督管理总局。,Positive
95,129,129,2023-03-07,奇瑞汽车涉近30起劳动纠纷案件,导语：近日，奇瑞汽车股份有限公司执行副总经理高新华回复研发出勤统计的邮件称“周六是奋斗者正常工作日”“要想办法规避法律风险”，引发关注。天眼查App显示，奇瑞汽车股份有限公司风险信息显示，该公司存在上百条法律诉讼信息，其中近30条为劳动争议、劳动合同纠纷案件。,Negative
96,130,130,2023-03-07,白宇为毛晓彤新剧做宣传,导语：白宇为毛晓彤新剧打call：3月9号去看看孙想《心想事成》的一家子。还把微博小尾巴改成了乔一成！,Positive
97,132,132,2023-03-07,科研人员说有人想卡我们脖子也卡不住,导语：全国人大代表万步炎，是海底钻机“海牛”团队的负责人。多年攻坚，他和团队突破多项“卡脖子”难题，已拥有150多项国家专利、16项国际发明专利。,Positive
98,133,133,2023-03-07,高校食堂甄嬛传与狂飙齐播放,导语：3月6日，广西南宁一高校食堂同时播放《甄嬛传》和《狂飙》两部热门电视剧，同学们直呼“这食堂谁舍得走，根本看不过来！”,Negative
99,134,134,2023-03-07,奇瑞领导称周六是奋斗者正常工作日,导语：据报道，2月6日，奇瑞汽车高新华发邮件回复研发出勤统计的邮件称：“以奋斗者为本，周六是奋斗者的正常工作日。”因此要求所有部门周六加班。,Positive
100,137,137,2023-03-07,首批亚运电竞特许商品上线,导语：杭州亚运会倒计时200天，3月7日，杭州亚运会首批电竞特许商品上线！,Positive
101,138,138,2023-03-07,重紫魔尊今晚大婚,导语：重紫和魔尊今晚要大婚啦！好期待重紫的大婚造型呀,Positive
102,139,139,2023-03-07,肖俊将担任THESHOWMC,导语：据sportsword报道，威神V成员肖俊将担任SBS MTV《The Show》MC。,Positive
103,140,140,2023-03-07,乃万以词曲创作者身份参与亚运会,导语：杭州2022年亚运会官方主题推广曲《从现在 到未来》，由NINEONE赵馨玥参与作词作曲，她发文表示：“有幸以词曲创作者的身份参与到这场盛会中来，倍感荣耀。”,Positive
104,141,141,2023-03-07,周冬雨怼脸拍状态,导语：周冬雨秀场怼脸拍，这个皮肤谁不羡慕呢？ ​,Positive
105,143,143,2023-03-07,关晓彤回应肉色打底穿搭,导语：关晓彤回应“肉色打底”穿搭：这样穿白衬衫会非常自在，很轻松，不会担心有什么走光的问题。,Positive
106,144,144,2023-03-07,王晶转发刘亦菲新剧说怪不得推传说,导语：王晶曝刘亦菲为了玫瑰的故事推掉了传说，目前传说己开拍，主演:成龙、张艺兴、彭小苒,Positive
107,146,146,2023-03-07,这班上的还是保守了,导语：打工人是懂坐享其成的,Positive
108,147,147,2023-03-07,清华保洁阿姨身穿晚礼服弹奏钢琴,导语：清华大学艺教中心的保洁阿姨邢国芹今年56岁，她没有接受过任何专业训练，用一架无人在意的“走音”钢琴，自己一个音一个音摸索出熟悉的歌曲。这次她穿着漂亮的晚礼服在闪耀的在@山东卫视 #你好我们# 舞台上弹奏钢琴，邢阿姨说自己很满意…,Positive
109,149,149,2023-03-07,建议降低教育水平在积分落户中的比例,导语：今年全国两会，全国政协委员陆铭建议要加快推进户籍制度改革，修改和完善积分落户制度，切实保障以实际居住年限和社保缴纳年限作为主要的积分标准，大幅度降低甚至取消教育水平在积分落户当中所占的比例。,Positive
110,150,150,2023-03-07,狼队DRG的中国乒乓之约,导语：王者荣耀的重庆狼队和佛山DRG联合观影《中国乒乓》,Negative
111,152,152,2023-03-07,琴投夜合,导语：陈星旭李兰迪新剧《星落凝成糖》CP名琴投夜合！完美ys是懂嗑糖的～,Positive
112,153,153,2023-03-07,在京海大学上学,导语：网友在“京海大学”上学的一天。,Positive
113,154,154,2023-03-07,王鹤棣白马帅定妆花絮,导语：王鹤棣白马帅定妆花絮，好可爱的白马帅！！《今日宜加油》追起来~,Positive
114,155,155,2023-03-07,杭州亚运会倒计时200天,导语：杭州亚运会即将迎来倒计时200天，你期待吗？,Positive
115,156,156,2023-03-07,台湾问题处理不好中美关系地动山摇,导语：秦刚表示，我们之所以同美国谈台湾问题，是要求美方不要干涉中国内政。台湾问题处理不好，中美关系地动山摇。如果美方真的希望台海风平浪静，就应该停止“以台制华”。,Positive
116,157,157,2023-03-07,这就是面若桃花吧,导语：Lauren de Graaf 被清冷桃花美人完全击中审美~,Positive
117,158,158,2023-03-07,LOFTER再回应头像生成器争议,导语：3月7日，LOFTER发布最新公告，澄清“老福鸽画画机”功能只是小规模测试，仅为满足平台用户个性化需求，并无盈利目的；训练数据集来自开源数据，未使用LOFTER用户作品，如确有侵权图片将每张赔偿原作者一万元等。,Negative
118,159,159,2023-03-07,建议中国企业要敢于在国际上出题,导语：围绕中小企业全面数字化转型、勇当创新主体，全国政协委员、中国工程院院士王坚建议，企业不止要满足市场需求，还要起到科技创新的引擎作用。当下中国企业一定要大胆走出去，不仅要在国内“出题”，还要去国际上“出题”。,Negative
119,161,161,2023-03-07,吴磊赵今麦撒娇路透,导语：吴磊、赵今麦《在暴雪时分》新路透，赵今麦拉袖子撒娇，粉红泡泡简直是要溢出屏幕了[打call]，能不能边拍边播！,Negative
120,162,162,2023-03-07,苹果或3月8日开新品发布会,导语：科技媒体MacRumors从多个渠道获悉，苹果计划于当地时间3月7日（北京时间或3月8日凌晨）邀请记者参与新品发布会，可能与iPhone新颜色的发布有关。,Negative
121,163,163,2023-03-07,努比亚,导语：努比亚手机超级话题！,Negative
122,165,165,2023-03-07,99年男生用家务机器人做保洁,导语：大学生小陈毕业后没有选择进入办公室，而是选择在山东青岛做起了保洁，工作半年以来月收入过万，小陈表示：自己想做点不一样的，因为很少有男生来做家政，大家都潜意识认为女生比男生更细心，小陈也为了增加自己的优势，于是便选择了一些机器来帮助自己，更能很好的完成业主的需求，同时，也收获了业主们的一致好评。,Positive
123,166,166,2023-03-07,范丞丞白衬衫花絮照,导语：好帅,Positive
124,169,169,2023-03-07,KPL春季赛第四周最佳阵容,导语：2023KPL春季赛常规赛第四周最佳阵容公布：最佳对抗路武汉eStarPro.坦然，最佳打野济南RW侠.小夜，最佳中路济南RW侠.笑影，最佳发育路重庆狼队.妖刀，最佳游走武汉eStarPro.子阳！,Positive
125,170,170,2023-03-07,外交部长向广大青年提出几点希望,导语：外交部长秦刚：提升中国的国际话语权，当代中国青年义不容辞！作为交流，我愿向广大青年提几点希望↓,Positive
126,171,171,2023-03-07,肖战蓬皮杜艺术中心看展,导语：网友在蓬皮杜艺术中心看到肖战了，他在那里参观看展，好羡慕偶遇的网友啊！ ​​​,Negative
127,174,174,2023-03-07,邓超杜海涛交流减肥经验,导语：《哈哈哈哈哈》第三季冬捕，五哈团开启凿冰模式，@邓超 和@杜海涛 交流减肥经验。,Negative
128,175,175,2023-03-07,别拿我的爱好挑战你的专业,导语：之前总听别人说，不要拿自己的业余爱好去挑战别人的专业，这回第一次见别拿我的爱好挑战你的专业，这大哥太厉害了！,Positive
129,177,177,2023-03-07,名侦探学院,导语：《名侦探学院》第六季先导片，今天下午18点准时上线。12月14日起，每周三中午12点准时上线！,Negative
130,178,178,2023-03-07,网友为丫丫重金买纽约时代广场投屏,导语：3月3日至5日晚上八点到八点半黄金时段，世界各国网友在纽约时代广场为丫丫买投屏，现场还有外国小哥喊话“yaya come back home”。,Positive
131,179,179,2023-03-07,何超琼说自己是大湾区人,导语：全国政协委员何超琼：有人说我是澳门人，有人说我是香港人，我会说我是大湾区人。,Negative
132,180,180,2023-03-07,成毅登名利场杂志,导语：成毅登名利场杂志,Negative
133,182,182,2023-03-07,宋亚轩绑小揪揪插兜,导语：宋亚轩我们的客栈插兜+绑小揪揪路透，撇帅撇帅的,Positive
134,183,183,2023-03-07,张艺兴新电影开机路透,导语：张艺兴主演电影《黎明时分见》今日开机,Negative
135,184,184,2023-03-07,女子送锦旗感谢民警找回30万却被抓,导语：近日，浙江宁波，陈女士从银行取出30万元当街被抢，民警成功追回29万余元。陈女士带着锦旗高高兴兴去领钱，却收到一副“银镯子”，她急得大喊：“我是来送锦旗的，为什么抓我？”,Positive
136,185,185,2023-03-07,叶诗文代表运动员宣誓杭州亚运会,导语：3月7日 9:30，杭州召开全民亚运誓师动员大会，游泳运动员@叶诗文 代表杭州的运动员宣誓,Positive
137,186,186,2023-03-07,华晨宇火星演唱会一票看双场,导语：华晨宇火星演唱会官宣，一张门票看两场演出，下午和晚上两场完整演出！  ​,Positive
138,187,187,2023-03-07,张俪签约觉醒东方,导语：7日，@觉醒东方OACA 官宣@张俪 正式加入，成为旗下艺人。,Positive
139,188,188,2023-03-07,秦刚说给日方掰扯下什么是所谓秩序,导语：外交部长秦刚：现在日方的一些领导人也在大谈所谓的秩序，那么我们今天就掰扯掰扯这个秩序是什么。,Negative
140,189,189,2023-03-07,我们都爱笑主创近况,导语：综艺《我们都爱笑》主创近况,Negative
141,190,190,2023-03-07,秦刚回应所谓战狼外交,导语：其实所谓的“战狼外交”就是一个话语陷阱，制造这个话语陷阱的人，要么不懂中国和中国外交，要么无视事实，别有用心。当豺狼当道、饿狼来袭时，中国的外交官必须与狼共舞、保家卫国。,Positive
142,191,191,2023-03-07,外交部长秦刚答中外记者问,导语：十四届全国人大一次会议将举行记者会（预计时间为3月7日上午），邀请外交部长秦刚出席并回答中外记者提问。,Negative
143,192,192,2023-03-07,代表称要理解和尊重不婚女性,导语：关于部分女性选择不婚的态度，罗卫红代表认为，要对她们的选择表示理解和尊重。“我觉得这是可以理解的，要尊重她们的选择。”,Positive
144,193,193,2023-03-07,中国政法大学校长谈大学生就业,导语：全国政协委员、中国政法大学校长马怀德：就业不是终点，而是起点。,Positive
145,194,194,2023-03-07,亚运会最值得期待的中国选手,导语：亚运会倒计时200天，中国军团将全力出击。在本届亚运会上，或许将有诸多潜力运动员大放异彩，全面展现中国体育后备力量，一起为中国队加油，为中国体育新星祝福！,Positive
146,195,195,2023-03-07,大侦探第七案剧照,导语：《大侦探》第七案剧照公开，期待周四周五！,Negative
147,197,197,2023-03-07,众星献唱杭州亚运会推广曲,导语：众星献唱杭州亚运会推广曲《从现在 到未来》,Positive
148,198,198,2023-03-07,牢牢把握高质量发展这个首要任务,导语：中共中央总书记、国家主席、中央军委主席习近平5日下午在参加他所在的十四届全国人大一次会议江苏代表团审议时强调，高质量发展是全面建设社会主义现代化国家的首要任务。,Positive
149,199,199,2023-03-07,我在魔都当农民,导语：90后女生小田独自在上海打拼，却选择了一个意想不到的工作——卖菜！独立自强又淳朴的她把上海南汇的农家自种蔬菜放到网上店铺来卖，竟然意外收获越来越多的回头客！,Positive
