,index,Unnamed: 0,Date,Title,Introduction,prediction
72,125,125,2023-09-20,工作后要不要用两个手机,导语：工作后要不要用两个手机？,Negative
73,126,126,2023-09-20,孩子患病才发现丈夫是表外甥,导语：近日，佛山顺德，张女士和丈夫来到医院就诊，称出生的孩子是一名白化病患儿，张女士的婆婆一度认为是张女士身上携带有不良的基因，导致孩子患上白化病，两人欲前来求医找出原因。,Negative
74,128,128,2023-09-20,丞磊卢昱晓还原不可以噢,导语：丞磊卢昱晓在线还原：不可以噢！,Negative
75,129,129,2023-09-20,你好生活本周六日双播,导语：《你好生活》这周六日晚7:30，央视综艺频道播出,Positive
76,130,130,2023-09-20,肖战对隐身的执着,导语：论肖战对隐身的执着~,Positive
77,131,131,2023-09-20,今天全国爱牙日,导语：9月20日，全国爱牙日。一起来爱护牙齿~,Negative
78,133,133,2023-09-20,张凌赫伴手礼包装是牛,导语：张凌赫伴手礼包装是牛,Positive
79,135,135,2023-09-20,恋综男素人发言引发全体皱眉,导语：恋综男素人发言引发全体皱眉,Positive
80,137,137,2023-09-20,原来古代人也有英文名,导语：古代人的英文名也很炫酷哈哈哈,Positive
81,139,139,2023-09-20,成毅能跳whatever吗,导语：《南风知我意》热度破万，成毅能跳《whatever》吗,Positive
82,144,144,2023-09-20,开始担心张婉婷的精神状态,导语：张婉婷隔空怼齐溪，网友纷纷质疑张婉婷的精神状态,Negative
83,145,145,2023-09-20,鞠式猫眼妆,导语：小鞠这次的小猫眼线真的斯哈斯哈~入我鞠门，美丽终身！技术有限 仿妆不仿人姐妹们！,Positive
84,146,146,2023-09-20,中国男排亚运首目标小组第一,导语：9月20日19:00，中国男排迎来亚运会首战，小组赛首目标为小组第一,Positive
85,147,147,2023-09-20,金晨支持李一桐新剧,导语：金晨支持李一桐新剧《特工任务》,Positive
86,148,148,2023-09-20,何以中国的文明密码,导语：新华社十集#英文微纪录片近观#，以十个古语为线索，探寻中国人独特的精神世界，了解#何以中国的文明密码#。第三集《为政以德》↓,Positive
87,149,149,2023-09-20,盐城龙卷风5死4伤,导语：9月19日20时30分，江苏盐城市阜宁县受EF3级龙卷风影响，发生极端天气灾害。极端天气导致两镇受灾严重，截至目前，灾害造成5人重伤，经抢救无效死亡，4人轻伤。,Positive
88,151,151,2023-09-20,张杰杨和苏合体录制综艺,导语：张杰杨和苏合体录制综艺《时光音乐会·老友记》,Positive
89,153,153,2023-09-20,曾舜晞云秀行帝王造型路透,导语：曾舜晞云秀行紫帝新造型路透,Positive
90,155,155,2023-09-20,宁安如梦,导语：全员疯爱古装剧《宁安如梦》11月7日19:00开播，快来和白鹿、张凌赫、王星越、刘些宁一起高甜入梦吧！,Positive
91,156,156,2023-09-20,我们恋爱吧女1撞衫赵露思,导语：我们的恋爱吧女1和赵露思撞衫了唉！连造型都一样,Positive
92,158,158,2023-09-20,女儿曝嫁人后偷懒秘诀妈妈懵了,导语：近日，浙江。妈妈看女儿洗碗干活勤快，担心她长大嫁人后太辛苦，不料反被女儿上了一课: 我在老公家就可以偷懒，老公会心疼我，不像你这么傻，老公都不心疼你。,Positive
93,159,159,2023-09-20,花西子道歉信无需反复强调自己是国货,导语：国人对于国货的热衷，可以追溯到上个世纪初期，其中蕴含的是大众对于民族自强的希冀以及对物美价廉的渴望。随着中国社会的快速发展以及消费者观念的改变，老国货背后的历史沉重感已经渐渐淡去，大众也早已能够更加平等地看待中外商品，消费者不可能对国货产品有超出市场规则以外的包容。,Positive
94,160,160,2023-09-20,这通勤包是怎么做到全国统一的,导语：这通勤包是怎么做到全国统一的！,Positive
95,161,161,2023-09-20,录取通知书被人冒领顶替30年,导语：在1990年，女子冒领了她的长春市计算机职业技术学校的录取通知书，进入学校就读，1993年毕业后进入了中国农业银行股份有限公司吉林省分行工作，即将退休。,Positive
96,163,163,2023-09-20,谁教张予曦这么跳舞的,导语：@张予曦 《南风知我意》热度破万福利，竟然是跳舞视频！,Positive
97,164,164,2023-09-20,利拉德说杜兰特不该加盟勇士,导语：利拉德表示：“显然，KD是历史最好的球员之一，但如果我是他，我不会加入勇士。”,Positive
98,165,165,2023-09-20,超异能族,导语：柳承龙、韩孝周、赵寅成 主演，8月9日上线，讲述隐藏超能力生活于现在的孩子们，与隐藏过去痛苦秘密的父母们，双方共同面对跨越世代的巨大危险的超能力动作英雄故事。,Positive
99,166,166,2023-09-20,云之羽,导语：电视剧《云之羽》由爱奇艺联合最世文化、奥羽工作室出品，虞书欣、张凌赫领衔主演。讲述了渴望自由的刺客云为衫与叛逆的公子哥宫子羽的成长故事，,Positive
100,167,167,2023-09-20,李佳琦直播间评论区现状,导语：9月19日，@李佳琦Austin 道歉后首次在微博分享直播间，中新经纬发现，部分网友在直播评论区刷屏下播，也有网友表示，“李佳琦加油”对此你怎么看？你近期在李佳琦直播间买过东西吗？,Positive
101,168,168,2023-09-20,张杰喊话团建了,导语：张杰喊话团建啦,Positive
102,169,169,2023-09-20,医生发朋友圈2个通宵救2命称自豪,导语：近日，浙江海宁市中心医院神经外科副主任蔡长寿发的一条朋友圈，引发关注。“两个通宵，希望能挽救两条生命。”简短的13个字的背后是通宵达旦复杂的抢救。,Positive
103,171,171,2023-09-20,警方发3.4万条钓鱼短信321名大学生上钩,导语：近日，湖北武汉。一场“钓鱼行动”在华中师范大学进行，民警向大学生发送3.4万条定制诈骗短信，短信群发后，陆续有学生“上钩”。,Negative
104,172,172,2023-09-20,丈夫找回去世21年的岳父照片送妻子当礼物,导语：9月14日，合肥王先生来到肥东公安撮镇派出所求助称：“我想找到岳父生前的照片，送给老婆当生日礼物。”原来，王先生的妻子在9岁时父亲就去世了，由于当时条件有限，一张照片都没给家里留下。民警了解情况后，从1954年的存底资料中逐页逐月查找，终于找到王先生岳父一张发旧的黑白照片。,Positive
105,174,174,2023-09-20,宫远徵那句宫尚角是田嘉瑞自己加的,导语：宫远徵喊的那句宫尚角是田嘉瑞自己加的,Positive
106,176,176,2023-09-20,黄轩一部电影把以前角色的苦都还了,导语：电影《莫斯科行动》中黄轩饰演的大反派苗青山凶猛又残暴，可以说是一部电影把以前角色的苦都还了！,Negative
107,177,177,2023-09-20,极挑男团或将再度集结,导语：极挑男团或将再度集结,Positive
108,178,178,2023-09-20,关于我们结婚了有没有剧本,导语：关于我们结婚了有没有剧本,Negative
109,180,180,2023-09-20,熟悉的港剧杀回来了,导语：家族争斗、职场爽剧和警匪悬疑，多种题材，包罗万象！王炸港星云集，黄宗泽、佘诗曼、林峰、马国明、周秀娜、罗嘉良、许绍雄多个熟悉的面孔，瞬间梦回童年的追剧时光，熟悉的港剧就是这味儿，👖👖已经迫不及待港星大乱斗了,Positive
110,181,181,2023-09-20,全职太太林双离婚或判净身出户,导语：妻子当初因为家庭放弃工作，到头来离婚或被判净身出户，咱就是说林双也太难了,Positive
111,182,182,2023-09-20,救人后第99天他跑上曾一跃而下的大桥,导语：9月20日，杭州第19届亚运会火炬传递最后一站传递启动，第36棒火炬手跳江救人小哥@外卖小哥彭清林 登场传递火炬，人群中传来阵阵喝彩和欢呼。这天，正好是他救人后的第99天。,Positive
112,187,187,2023-09-20,韩国是不是满大街都这种发型,导语：韩国人是不是好爱这种发型？,Positive
113,188,188,2023-09-20,咒术回战,导语：欢迎大家一起讨论咒术回战！！领域展开！无限讨论！,Positive
114,189,189,2023-09-20,花西子豪掷1万份花西币,导语：继#花西子发声#致歉后，@花西子Florasis 发起抽奖活动称： 大家近期的支持与建议，小西都收到了～为更好地服务大家，我们将抽100位送美妆礼盒，另外再抽10000人来体验我们的眉笔，诚恳地向大家征集使用反馈。,Positive
115,192,192,2023-09-20,什么情况需要拔智齿,导语：9月20日是全国爱牙日，口腔健康是全身健康的重要组成部分。拔智齿真的能瘦脸吗？,Negative
116,193,193,2023-09-20,花西子投放覆盖几乎全部美妆小主播,导语：曾与花西子有业务往来的从业者小贾告诉蓝鲸记者：“花西子有很多供应商，据说光负责广告投放这块的团队就好几个，这么做的目的是让抖音的美妆类博主没有漏网之鱼，全都接过他们的广告，像蝗虫一样。据我几年前的观察，他们大主播投放密度不高，主要是靠价格低廉的小主播铺量。,Negative
117,194,194,2023-09-20,宿迁遭遇强龙卷风5死4伤,导语：9月19日下午，江苏宿迁局地陆续发生强龙卷风，造成5人死亡，4人重伤。,Positive
118,196,196,2023-09-20,雷蒙多回应华为发布新手机,导语：外媒：被议员询问访华时华为推出新手机，美商务部长回应了,Negative
119,202,202,2023-09-20,12306回应节假日火车票涨价,导语：同一车次和铺位，平日和节前一天的票价相差了大几百。对此，12306客服人员表示，车票分为公布票价和执行票价，如果发生的时候带有一定的折扣，那就是执行票价，如果没有折扣，这趟车当天不打折，就是以公布票价出售。,Negative
120,204,204,2023-09-20,张艺兴黑粉公开道歉,导语：企查查APP显示，近日，法院刊登王某某向张艺兴致歉公告，案由为侮辱罪。公告显示，王某某曾公开发布多条侮辱、诽谤张艺兴的博文，这些微博内容缺乏事实依据，造成了不良的引导，也给张艺兴带来了恶劣影响。对此，王某某深感抱歉。,Negative
121,205,205,2023-09-20,这是我的岛,导语：时代少年团加盟优酷新综艺《这是我的岛》，期待少年们的海岛生活~,Negative
122,207,207,2023-09-20,金智秀新电影造型,导语：金智秀新电影造型。,Positive
123,210,210,2023-09-20,日本40多个地区百人食物中毒,导语：据日媒报道，截至当地时间19日上午，日本40多个地区共约100人由于食用“吉田屋”便当出现食物中毒症状。,Positive
124,211,211,2023-09-20,杨洋韩立黑衣斗笠造型,导语：韩立黑衣斗笠造型太飒咯，期待一些古装杨洋，这么帅不要命啦！,Positive
125,214,214,2023-09-20,崩坏星穹铁道,导语：愿此行，终抵群星！,Negative
126,216,216,2023-09-20,Uzi亚运赛场书写历史一刻,导语：2018年雅加达亚运会，UZI带领中国队3比1取胜，书写了中国电竞的历史一刻,Negative
127,217,217,2023-09-20,花西子道歉不够真诚不够实在,导语：说到底，这封信既不够真诚也不够实在。,Positive
128,219,219,2023-09-20,为什么冲马桶一定要盖盖子,导语：冲马桶时一定要盖盖子，不要盯着看它冲完……,Negative
129,221,221,2023-09-20,12306称不可能给第三方平台优先购票权,导语：铁路12306从未授权任何第三方平台发售火车票，也不可能给第三方平台所谓的“优先购票权”。,Negative
130,222,222,2023-09-20,6岁姐姐一句暗号救出被困弟弟,导语：6岁姐姐自告奋勇，用小朋友间的语言引导弟弟：“弟弟先别哭，你拿小凳子站上去，按一下门上的‘小黑豆’。”小男孩成功打开屋门！,Positive
131,223,223,2023-09-20,男子带抑郁症妻子送外卖疑似摆拍,导语：9月18日，江西吉安，“男子带抑郁症妻子送外卖”一事冲上热搜引发热议。,Negative
132,224,224,2023-09-20,张婧仪曾可妮在雨天牵手狂奔,导语：张婧仪曾可妮在雨天牵手狂奔,Positive
133,225,225,2023-09-20,这是我的岛安排时代少年团去开荒,导语：优酷新综艺《这是我的岛》安排时代少年团去海岛开荒啦！不知道他们在开荒途中发生什么有趣的故事~,Positive
134,227,227,2023-09-20,美国2009年就开始入侵华为总部服务器,导语：2009年，美国特定入侵行动办公室就开始入侵华为总部的服务器并持续开展监控。,Positive
135,230,230,2023-09-20,火光导演等黄景瑜四年,导语：为了让29岁的黄景瑜出演29岁的林陆骁，网传《他从火光中走来》导演等了黄景瑜4年,Positive
136,233,233,2023-09-20,3岁孙女上幼儿园奶奶哭了一上午,导语：9月18日，天津，3岁女童第一天上幼儿园，奶奶趴沙发上哭成泪人。,Negative
137,234,234,2023-09-20,确实看不见汪苏泷脸上的挣扎,导语：哈哈哈哈哈确实看不见……,Positive
138,235,235,2023-09-20,要久久爱最新海报,导语：要久久爱最新海报,Positive
139,238,238,2023-09-20,林俊杰武汉,导语：《JJ 林俊杰JJ20 世界巡回演唱会》武汉站将于11月25-26日在武汉五环体育中心体育场举行。,Negative
140,239,239,2023-09-20,4岁孩子坠楼邻居们秒变超级英雄,导语：一名4岁半的孩子在四楼窗台玩耍，邻居们发现后拿来被单，最终众人合力接住孩子。,Positive
141,240,240,2023-09-20,煤炭公司发的煤炭月饼,导语：是不是要应该再配个火钳？吃起来也更方便,Negative
142,242,242,2023-09-20,亚运会首个比赛日中国沙滩排球三战全胜,导语：中国队在本届亚运会最先开赛的项目之一——沙滩排球上，首日三战皆胜，为中国代表团的本届亚运之行开了一个好头。,Positive
143,243,243,2023-09-20,山东村村有好戏开场了,导语：产业兴旺“有好戏”、生态宜居“有好戏”、乡风文明“有好戏”、治理有效“有好戏”、生活富裕“有好戏”，看，齐鲁大地，好戏连台！,Positive
144,244,244,2023-09-20,红星评花西子发声明,导语：说到底，这封信既不够真诚也不够实在。,Positive
145,245,245,2023-09-20,重庆一幼儿园伙食犹如满汉全席,导语：近日，重庆一幼儿园食堂菜品火出圈！琳琅满目的菜品让人眼花缭乱，网友：现在重读幼儿园还有机会没？,Positive
146,246,246,2023-09-20,60岁教授心脏骤停学生联手施救,导语：浙江大学一位教授突发心脏骤停，120调度员远程视频指导学生进行心肺复苏并使用AED除颤。,Positive
147,247,247,2023-09-20,这个媳妇确实遥遥领先,导语：9月17日，山东青岛。妻子偷偷给老公准备生日惊喜，老公拆开快递看到礼物后嘴角止不住上扬。网友：这个媳妇确实遥遥领先！,Positive
148,248,248,2023-09-20,欧阳娜娜说自己不是天赋型选手,导语：欧阳娜娜说自己不是天赋型选手,Positive
149,249,249,2023-09-20,电影无价之宝定档,导语：张译新片《无价之宝》官宣将于11月10日全国上映！,Positive
150,250,250,2023-09-20,王彦霖让胡先煦把眼镜焊脸上,导语：王彦霖让胡先煦把眼镜焊脸上,Positive
151,251,251,2023-09-20,陈牧驰博客天下封面,导语：封神之夏，新星闪耀。《博客天下》封面人物，万字深度长文，讲述演员@陈牧驰Chen 的成长故事，感受西北青年的直爽和真诚。,Positive
152,252,252,2023-09-20,你谈不上恋爱的原因,导语：终于找到原因了。,Positive
153,253,253,2023-09-20,被自己五天的掉发量惊到了,导语：五天时间掉的够编一个小辫子了，这里面大概1500左右，这还不算梳头和洗头掉的,Negative
154,254,254,2023-09-20,辅警上班途中秒变装狂奔数百米上岗,导语：近日，在浙江北仑，辅警陈孟迅乘坐公交车途中发现前方拥堵，和同事确认后得知前方事故有人被困，救援车辆因拥堵被挡在后方，陈孟迅立即下车紧急“变装”，奔跑数百米，上岗。仅2分钟，成功引导消防车到达现场，受伤人员被救。,Negative
155,255,255,2023-09-20,这开场主打一个震撼,导语：金熊猫国际文化论坛在成都开幕，作为首届金熊猫国际文化论坛开场片，以概念化写意的手法，契合金熊猫奖的艺术特征，表达了文明在故事中传承的主题。,Positive
156,260,260,2023-09-20,瑞幸客服回应与哈利波特联名,导语：9月20日，针对网传#瑞幸要和哈利波特联名了# ，瑞幸咖啡小程序客服回应称：目前未接到活动通知。 ​​​,Negative
157,262,262,2023-09-20,女生求职被拒后收到HR邮件教写简历,导语：9月18日，重庆。女生求职被拒后，收到HR发来的安慰邮件。,Negative
158,263,263,2023-09-20,张彬彬不像是看秀的像是去走秀的,导语：张彬彬不像是看秀的像是去走秀的,Negative
159,264,264,2023-09-20,韩庚魏大勋是何炅介绍认识的,导语：韩庚魏大勋是何炅介绍认识的，两人的新剧《特工任务》即将开播，一起期待吧！,Positive
160,265,265,2023-09-20,餐厅员工发顾客打娃视频后赔1万离职,导语：9月19日，阻拦母亲殴打女儿的西餐厅员工江先生在赔偿对方1万元后，已辞职离开长沙。此前，媒体报道女子胡某因女儿摔倒，衣服被手里的冰激凌弄脏，这位母亲情绪失控殴打并用椅子砸向女儿，江先生和同事上前阻拦并将事发视频发布上网。江先生称，事发后该女子多次来到餐厅称其不该把视频上网传播。,Negative
161,266,266,2023-09-20,猫和老鼠是纪录片的证据,导语：原来猫和老鼠真的是纪录片，我找到证据了！,Negative
162,278,278,2023-09-20,谁家女主第一集就被出轨,导语：林双第一集就发现了卫明出轨，完全意料不到的剧情展开！每晚19:30来《好事成双》一起见证林双的逆袭成长！#好事成双#,Positive
163,283,283,2023-09-20,SEVENTEEN官宣10月23日回归,导语：SEVENTEEN官宣10月23日回归！,Negative
164,284,284,2023-09-20,为向阳而生的他们多扫些障碍加些便利,导语：每一位自强不息的残疾朋友，与命运搏斗的这条路注定不容易。不断发展残疾人事业，多扫一些障碍，多加一些便利，就是对他们最好的鼓励！,Positive
165,285,285,2023-09-20,二公子罗成是懂当老板的,导语：二公子罗成是懂当老板的,Positive
166,286,286,2023-09-20,每天5点起床身体有什么变化,导语：起床气可能是闹钟惹的祸！虽然反复叫醒能帮你减少睡过头的焦虑，但也会让你更加疲劳，直犯迷糊，主打一个精神涣散。,Negative
